Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Faizabad,2A,PH,16,Side,True
Faizabad,2A,GN,17,Side,False
Faizabad,2A,LD,18,Upper,True
Faizabad,2A,DF,19,Side,False
Faizabad,2A,PH,20,Lower,True
Faizabad,2A,HP,21,Side,True
Faizabad,2A,DF,22,Upper,True
Faizabad,2A,DF,23,Side,True
Faizabad,2A,HP,24,Side,False
Faizabad,3A,TQ,1,Upper,True
Faizabad,3A,LD,2,Side,False
Faizabad,3A,DF,3,Upper,False
Faizabad,3A,YU,4,Side,False
Faizabad,3A,YU,5,Lower,True
Faizabad,3A,LD,6,Lower,True
Faizabad,3A,LD,7,Upper,False
Faizabad,3A,GN,8,Upper,False
Faizabad,3A,HP,9,Upper,False
Faizabad,3A,LD,10,Side,False
Faizabad,3A,PH,11,Upper,False
Faizabad,3A,PH,12,Upper,False
Faizabad,3A,HP,13,Side,True
Faizabad,3A,GN,14,Lower,False
Faizabad,3A,YU,15,Lower,False
Faizabad,3A,LD,16,Lower,True
Faizabad,3A,TQ,17,Lower,False
Faizabad,3A,GN,18,Side,False
Faizabad,3A,HP,19,Lower,True
Faizabad,3A,DF,20,Side,False
Faizabad,3A,GN,21,Side,False
Faizabad,3A,HP,22,Side,True
Faizabad,3A,DF,23,Lower,False
Faizabad,3A,TQ,24,Upper,True
Faizabad,SL,LD,1,Lower,True
Faizabad,SL,LD,2,Side,True
Faizabad,SL,HP,3,Upper,True
Faizabad,SL,TQ,4,Lower,True
Faizabad,SL,PH,5,Upper,False
Faizabad,SL,GN,6,Upper,True
Faizabad,SL,LD,7,Lower,False
Faizabad,SL,PH,8,Lower,True
Faizabad,SL,PH,9,Side,True
Faizabad,SL,HP,10,Upper,False
Faizabad,SL,TQ,11,Lower,True
Faizabad,SL,LD,12,Lower,True
Faizabad,SL,DF,13,Lower,True
Faizabad,SL,PH,14,Upper,True
Faizabad,SL,GN,15,Upper,True
Faizabad,SL,PH,16,Lower,False
Faizabad,SL,PH,17,Side,True
Faizabad,SL,TQ,18,Lower,False
Faizabad,SL,HP,19,Side,False
Faizabad,SL,DF,20,Lower,True
Faizabad,SL,GN,21,Side,True
Faizabad,SL,TQ,22,Upper,False
Faizabad,SL,HP,23,Side,False
Faizabad,SL,HP,24,Upper,False
Pratapgarh,1A,HP,1,Upper,False
Pratapgarh,1A,GN,2,Upper,False
Pratapgarh,1A,DF,3,Upper,False
Pratapgarh,1A,LD,4,Lower,False
Pratapgarh,1A,YU,5,Upper,True
Pratapgarh,1A,DF,6,Side,True
Pratapgarh,1A,DF,7,Side,True
Pratapgarh,1A,LD,8,Lower,True
Pratapgarh,1A,DF,9,Upper,True
Pratapgarh,1A,HP,10,Upper,False
Pratapgarh,1A,TQ,11,Lower,True
Pratapgarh,1A,LD,12,Upper,True
Pratapgarh,1A,TQ,13,Lower,True
Pratapgarh,1A,GN,14,Upper,True
Pratapgarh,1A,LD,15,Side,True
Pratapgarh,1A,LD,16,Lower,False
Pratapgarh,1A,GN,17,Lower,True
Pratapgarh,1A,LD,18,Upper,False
Pratapgarh,1A,PH,19,Lower,True
Pratapgarh,1A,YU,20,Upper,True
Pratapgarh,1A,LD,21,Upper,True
Pratapgarh,1A,HP,22,Lower,False
Pratapgarh,1A,GN,23,Side,False
Pratapgarh,1A,DF,24,Side,False
Pratapgarh,2A,TQ,1,Lower,True
Pratapgarh,2A,LD,2,Upper,True
Pratapgarh,2A,HP,3,Upper,True
Pratapgarh,2A,DF,4,Lower,False
Pratapgarh,2A,TQ,5,Side,True
Pratapgarh,2A,LD,6,Side,False
Pratapgarh,2A,LD,7,Upper,True
Pratapgarh,2A,DF,8,Lower,False
Pratapgarh,2A,HP,9,Side,True
Pratapgarh,2A,TQ,10,Lower,True
Pratapgarh,2A,HP,11,Lower,True
Pratapgarh,2A,DF,12,Side,True
Pratapgarh,2A,DF,13,Lower,True
Pratapgarh,2A,TQ,14,Upper,False
Pratapgarh,2A,PH,15,Lower,False
Pratapgarh,2A,PH,16,Side,True
Pratapgarh,2A,GN,17,Side,False
Pratapgarh,2A,LD,18,Upper,True
Pratapgarh,2A,DF,19,Side,False
Pratapgarh,2A,PH,20,Lower,True
Pratapgarh,2A,HP,21,Side,True
Pratapgarh,2A,DF,22,Upper,True
Pratapgarh,2A,DF,23,Side,True
Pratapgarh,2A,HP,24,Side,False
Pratapgarh,3A,TQ,1,Upper,True
Pratapgarh,3A,LD,2,Side,False
Pratapgarh,3A,DF,3,Upper,False
Pratapgarh,3A,YU,4,Side,False
Pratapgarh,3A,YU,5,Lower,True
Pratapgarh,3A,LD,6,Lower,True
Pratapgarh,3A,LD,7,Upper,False
Pratapgarh,3A,GN,8,Upper,False
Pratapgarh,3A,HP,9,Upper,False
Pratapgarh,3A,LD,10,Side,False
Pratapgarh,3A,PH,11,Upper,False
Pratapgarh,3A,PH,12,Upper,False
Pratapgarh,3A,HP,13,Side,True
Pratapgarh,3A,GN,14,Lower,False
Pratapgarh,3A,YU,15,Lower,False
Pratapgarh,3A,LD,16,Lower,True
Pratapgarh,3A,TQ,17,Lower,False
Pratapgarh,3A,GN,18,Side,False
Pratapgarh,3A,HP,19,Lower,True
Pratapgarh,3A,DF,20,Side,False
Pratapgarh,3A,GN,21,Side,False
Pratapgarh,3A,HP,22,Side,True
Pratapgarh,3A,DF,23,Lower,False
Pratapgarh,3A,TQ,24,Upper,True
Pratapgarh,SL,LD,1,Lower,True
Pratapgarh,SL,LD,2,Side,True
Pratapgarh,SL,HP,3,Upper,True
Pratapgarh,SL,TQ,4,Lower,True
Pratapgarh,SL,PH,5,Upper,False
Pratapgarh,SL,GN,6,Upper,True
Pratapgarh,SL,LD,7,Lower,False
Pratapgarh,SL,PH,8,Lower,True
Pratapgarh,SL,PH,9,Side,True
Pratapgarh,SL,HP,10,Upper,False
Pratapgarh,SL,TQ,11,Lower,True
Pratapgarh,SL,LD,12,Lower,True
Pratapgarh,SL,DF,13,Lower,True
Pratapgarh,SL,PH,14,Upper,True
Pratapgarh,SL,GN,15,Upper,True
Pratapgarh,SL,PH,16,Lower,False
Pratapgarh,SL,PH,17,Side,True
Pratapgarh,SL,TQ,18,Lower,False
Pratapgarh,SL,HP,19,Side,False
Pratapgarh,SL,DF,20,Lower,True
Pratapgarh,SL,GN,21,Side,True
Pratapgarh,SL,TQ,22,Upper,False
Pratapgarh,SL,HP,23,Side,False
Pratapgarh,SL,HP,24,Upper,False
Allahabad,1A,HP,1,Upper,False
Allahabad,1A,GN,2,Upper,False
Allahabad,1A,DF,3,Upper,False
Allahabad,1A,LD,4,Lower,False
Allahabad,1A,YU,5,Upper,True
Allahabad,1A,DF,6,Side,True
Allahabad,1A,DF,7,Side,True
Allahabad,1A,LD,8,Lower,True
Allahabad,1A,DF,9,Upper,True
Allahabad,1A,HP,10,Upper,False
Allahabad,1A,TQ,11,Lower,True
Allahabad,1A,LD,12,Upper,True
Allahabad,1A,TQ,13,Lower,True
Allahabad,1A,GN,14,Upper,True
Allahabad,1A,LD,15,Side,True
Allahabad,1A,LD,16,Lower,False
Allahabad,1A,GN,17,Lower,True
Allahabad,1A,LD,18,Upper,False
Allahabad,1A,PH,19,Lower,True
Allahabad,1A,YU,20,Upper,True
Allahabad,1A,LD,21,Upper,True
Allahabad,1A,HP,22,Lower,False
Allahabad,1A,GN,23,Side,False
Allahabad,1A,DF,24,Side,False
Allahabad,2A,TQ,1,Lower,True
Allahabad,2A,LD,2,Upper,True
Allahabad,2A,HP,3,Upper,True
Allahabad,2A,DF,4,Lower,False
Allahabad,2A,TQ,5,Side,True
Allahabad,2A,LD,6,Side,False
Allahabad,2A,LD,7,Upper,True
Allahabad,2A,DF,8,Lower,False
Allahabad,2A,HP,9,Side,True
Allahabad,2A,TQ,10,Lower,True
Allahabad,2A,HP,11,Lower,True
Allahabad,2A,DF,12,Side,True
Allahabad,2A,DF,13,Lower,True
Allahabad,2A,TQ,14,Upper,False
Allahabad,2A,PH,15,Lower,False
Allahabad,2A,PH,16,Side,True
Allahabad,2A,GN,17,Side,False
Allahabad,2A,LD,18,Upper,True
Allahabad,2A,DF,19,Side,False
Allahabad,2A,PH,20,Lower,True
Allahabad,2A,HP,21,Side,True
Allahabad,2A,DF,22,Upper,True
Allahabad,2A,DF,23,Side,True
Allahabad,2A,HP,24,Side,False
Allahabad,3A,TQ,1,Upper,True
Allahabad,3A,LD,2,Side,False
Allahabad,3A,DF,3,Upper,False
Allahabad,3A,YU,4,Side,False
Allahabad,3A,YU,5,Lower,True
Allahabad,3A,LD,6,Lower,True
Allahabad,3A,LD,7,Upper,False
Allahabad,3A,GN,8,Upper,False
Allahabad,3A,HP,9,Upper,False
Allahabad,3A,LD,10,Side,False
Allahabad,3A,PH,11,Upper,False
Allahabad,3A,PH,12,Upper,False
Allahabad,3A,HP,13,Side,True
Allahabad,3A,GN,14,Lower,False
Allahabad,3A,YU,15,Lower,False
Allahabad,3A,LD,16,Lower,True
Allahabad,3A,TQ,17,Lower,False
Allahabad,3A,GN,18,Side,False
Allahabad,3A,HP,19,Lower,True
Allahabad,3A,DF,20,Side,False
Allahabad,3A,GN,21,Side,False
Allahabad,3A,HP,22,Side,True
Allahabad,3A,DF,23,Lower,False
Allahabad,3A,TQ,24,Upper,True
Allahabad,SL,LD,1,Lower,True
Allahabad,SL,LD,2,Side,True
Allahabad,SL,HP,3,Upper,True
Allahabad,SL,TQ,4,Lower,True
Allahabad,SL,PH,5,Upper,False
Allahabad,SL,GN,6,Upper,True
Allahabad,SL,LD,7,Lower,False
Allahabad,SL,PH,8,Lower,True
Allahabad,SL,PH,9,Side,True
Allahabad,SL,HP,10,Upper,False
Allahabad,SL,TQ,11,Lower,True
Allahabad,SL,LD,12,Lower,True
Allahabad,SL,DF,13,Lower,True
Allahabad,SL,PH,14,Upper,True
Allahabad,SL,GN,15,Upper,True
Allahabad,SL,PH,16,Lower,False
Allahabad,SL,PH,17,Side,True
Allahabad,SL,TQ,18,Lower,False
Allahabad,SL,HP,19,Side,False
Allahabad,SL,DF,20,Lower,True
Allahabad,SL,GN,21,Side,True
Allahabad,SL,TQ,22,Upper,False
Allahabad,SL,HP,23,Side,False
Allahabad,SL,HP,24,Upper,False
Varanasi,1A,HP,1,Upper,False
Varanasi,1A,GN,2,Upper,False
Varanasi,1A,DF,3,Upper,False
Varanasi,1A,LD,4,Lower,False
Varanasi,1A,YU,5,Upper,True
Varanasi,1A,DF,6,Side,True
Varanasi,1A,DF,7,Side,True
Varanasi,1A,LD,8,Lower,True
Varanasi,1A,DF,9,Upper,True
Varanasi,1A,HP,10,Upper,False
Varanasi,1A,TQ,11,Lower,True
Varanasi,1A,LD,12,Upper,True
Varanasi,1A,TQ,13,Lower,True
Varanasi,1A,GN,14,Upper,True
Varanasi,1A,LD,15,Side,True
Varanasi,1A,LD,16,Lower,False
Varanasi,1A,GN,17,Lower,True
Varanasi,1A,LD,18,Upper,False
Varanasi,1A,PH,19,Lower,True
Varanasi,1A,YU,20,Upper,True
Varanasi,1A,LD,21,Upper,True
Varanasi,1A,HP,22,Lower,False
Varanasi,1A,GN,23,Side,False
Varanasi,1A,DF,24,Side,False
Varanasi,2A,TQ,1,Lower,True
Varanasi,2A,LD,2,Upper,True
Varanasi,2A,HP,3,Upper,True
Varanasi,2A,DF,4,Lower,False
Varanasi,2A,TQ,5,Side,True
Varanasi,2A,LD,6,Side,False
Varanasi,2A,LD,7,Upper,True
Varanasi,2A,DF,8,Lower,False
Varanasi,2A,HP,9,Side,True
Varanasi,2A,TQ,10,Lower,True
Varanasi,2A,HP,11,Lower,True
Varanasi,2A,DF,12,Side,True
Varanasi,2A,DF,13,Lower,True
Varanasi,2A,TQ,14,Upper,False
Varanasi,2A,PH,15,Lower,False
Varanasi,2A,PH,16,Side,True
Varanasi,2A,GN,17,Side,False
Varanasi,2A,LD,18,Upper,True
Varanasi,2A,DF,19,Side,False
Varanasi,2A,PH,20,Lower,True
Varanasi,2A,HP,21,Side,True
Varanasi,2A,DF,22,Upper,True
Varanasi,2A,DF,23,Side,True
Varanasi,2A,HP,24,Side,False
Varanasi,3A,TQ,1,Upper,True
Varanasi,3A,LD,2,Side,False
Varanasi,3A,DF,3,Upper,False
Varanasi,3A,YU,4,Side,False
Varanasi,3A,YU,5,Lower,True
Varanasi,3A,LD,6,Lower,True
Varanasi,3A,LD,7,Upper,False
Varanasi,3A,GN,8,Upper,False
Varanasi,3A,HP,9,Upper,False
Varanasi,3A,LD,10,Side,False
Varanasi,3A,PH,11,Upper,False
Varanasi,3A,PH,12,Upper,False
Varanasi,3A,HP,13,Side,True
Varanasi,3A,GN,14,Lower,False
Varanasi,3A,YU,15,Lower,False
Varanasi,3A,LD,16,Lower,True
Varanasi,3A,TQ,17,Lower,False
Varanasi,3A,GN,18,Side,False
Varanasi,3A,HP,19,Lower,True
Varanasi,3A,DF,20,Side,False
Varanasi,3A,GN,21,Side,False
Varanasi,3A,HP,22,Side,True
Varanasi,3A,DF,23,Lower,False
Varanasi,3A,TQ,24,Upper,True
Varanasi,SL,LD,1,Lower,True
Varanasi,SL,LD,2,Side,True
Varanasi,SL,HP,3,Upper,True
Varanasi,SL,TQ,4,Lower,True
Varanasi,SL,PH,5,Upper,False
Varanasi,SL,GN,6,Upper,True
Varanasi,SL,LD,7,Lower,False
Varanasi,SL,PH,8,Lower,True
Varanasi,SL,PH,9,Side,True
Varanasi,SL,HP,10,Upper,False
Varanasi,SL,TQ,11,Lower,True
Varanasi,SL,LD,12,Lower,True
Varanasi,SL,DF,13,Lower,True
Varanasi,SL,PH,14,Upper,True
Varanasi,SL,GN,15,Upper,True
Varanasi,SL,PH,16,Lower,False
Varanasi,SL,PH,17,Side,True
Varanasi,SL,TQ,18,Lower,False
Varanasi,SL,HP,19,Side,False
Varanasi,SL,DF,20,Lower,True
Varanasi,SL,GN,21,Side,True
Varanasi,SL,TQ,22,Upper,False
Varanasi,SL,HP,23,Side,False
Varanasi,SL,HP,24,Upper,False
