Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Bharatpur,2A,HP,24,Side,False
Bharatpur,3A,TQ,1,Upper,True
Bharatpur,3A,LD,2,Side,False
Bharatpur,3A,DF,3,Upper,False
Bharatpur,3A,YU,4,Side,False
Bharatpur,3A,YU,5,Lower,True
Bharatpur,3A,LD,6,Lower,True
Bharatpur,3A,LD,7,Upper,False
Bharatpur,3A,GN,8,Upper,False
Bharatpur,3A,HP,9,Upper,False
Bharatpur,3A,LD,10,Side,False
Bharatpur,3A,PH,11,Upper,False
Bharatpur,3A,PH,12,Upper,False
Bharatpur,3A,HP,13,Side,True
Bharatpur,3A,GN,14,Lower,False
Bharatpur,3A,YU,15,Lower,False
Bharatpur,3A,LD,16,Lower,True
Bharatpur,3A,TQ,17,Lower,False
Bharatpur,3A,GN,18,Side,False
Bharatpur,3A,HP,19,Lower,True
Bharatpur,3A,DF,20,Side,False
Bharatpur,3A,GN,21,Side,False
Bharatpur,3A,HP,22,Side,True
Bharatpur,3A,DF,23,Lower,False
Bharatpur,3A,TQ,24,Upper,True
Bharatpur,SL,LD,1,Lower,True
Bharatpur,SL,LD,2,Side,True
Bharatpur,SL,HP,3,Upper,True
Bharatpur,SL,TQ,4,Lower,True
Bharatpur,SL,PH,5,Upper,False
Bharatpur,SL,GN,6,Upper,True
Bharatpur,SL,LD,7,Lower,False
Bharatpur,SL,PH,8,Lower,True
Bharatpur,SL,PH,9,Side,True
Bharatpur,SL,HP,10,Upper,False
Bharatpur,SL,TQ,11,Lower,True
Bharatpur,SL,LD,12,Lower,True
Bharatpur,SL,DF,13,Lower,True
Bharatpur,SL,PH,14,Upper,True
Bharatpur,SL,GN,15,Upper,True
Bharatpur,SL,PH,16,Lower,False
Bharatpur,SL,PH,17,Side,True
Bharatpur,SL,TQ,18,Lower,False
Bharatpur,SL,HP,19,Side,False
Bharatpur,SL,DF,20,Lower,True
Bharatpur,SL,GN,21,Side,True
Bharatpur,SL,TQ,22,Upper,False
Bharatpur,SL,HP,23,Side,False
Bharatpur,SL,HP,24,Upper,False
Mathura,1A,HP,1,Upper,False
Mathura,1A,GN,2,Upper,True
Mathura,1A,DF,3,Upper,False
Mathura,1A,LD,4,Lower,False
Mathura,1A,YU,5,Upper,True
Mathura,1A,DF,6,Side,True
Mathura,1A,DF,7,Side,True
Mathura,1A,LD,8,Lower,True
Mathura,1A,DF,9,Upper,True
Mathura,1A,HP,10,Upper,False
Mathura,1A,TQ,11,Lower,True
Mathura,1A,LD,12,Upper,True
Mathura,1A,TQ,13,Lower,True
Mathura,1A,GN,14,Upper,True
Mathura,1A,LD,15,Side,True
Mathura,1A,LD,16,Lower,False
Mathura,1A,GN,17,Lower,True
Mathura,1A,LD,18,Upper,False
Mathura,1A,PH,19,Lower,True
Mathura,1A,YU,20,Upper,True
Mathura,1A,LD,21,Upper,True
Mathura,1A,HP,22,Lower,False
Mathura,1A,GN,23,Side,False
Mathura,1A,DF,24,Side,False
Mathura,2A,TQ,1,Lower,True
Mathura,2A,LD,2,Upper,True
Mathura,2A,HP,3,Upper,True
Mathura,2A,DF,4,Lower,False
Mathura,2A,TQ,5,Side,True
Mathura,2A,LD,6,Side,False
Mathura,2A,LD,7,Upper,True
Mathura,2A,DF,8,Lower,False
Mathura,2A,HP,9,Side,True
Mathura,2A,TQ,10,Lower,True
Mathura,2A,HP,11,Lower,True
Mathura,2A,DF,12,Side,True
Mathura,2A,DF,13,Lower,True
Mathura,2A,TQ,14,Upper,False
Mathura,2A,PH,15,Lower,False
Mathura,2A,PH,16,Side,True
Mathura,2A,GN,17,Side,False
Mathura,2A,LD,18,Upper,True
Mathura,2A,DF,19,Side,False
Mathura,2A,PH,20,Lower,True
Mathura,2A,HP,21,Side,True
Mathura,2A,DF,22,Upper,True
Mathura,2A,DF,23,Side,True
Mathura,2A,HP,24,Side,False
Mathura,3A,TQ,1,Upper,True
Mathura,3A,LD,2,Side,False
Mathura,3A,DF,3,Upper,False
Mathura,3A,YU,4,Side,False
Mathura,3A,YU,5,Lower,True
Mathura,3A,LD,6,Lower,True
Mathura,3A,LD,7,Upper,False
Mathura,3A,GN,8,Upper,False
Mathura,3A,HP,9,Upper,False
Mathura,3A,LD,10,Side,False
Mathura,3A,PH,11,Upper,False
Mathura,3A,PH,12,Upper,False
Mathura,3A,HP,13,Side,True
Mathura,3A,GN,14,Lower,False
Mathura,3A,YU,15,Lower,False
Mathura,3A,LD,16,Lower,True
Mathura,3A,TQ,17,Lower,False
Mathura,3A,GN,18,Side,False
Mathura,3A,HP,19,Lower,True
Mathura,3A,DF,20,Side,False
Mathura,3A,GN,21,Side,False
Mathura,3A,HP,22,Side,True
Mathura,3A,DF,23,Lower,False
Mathura,3A,TQ,24,Upper,True
Mathura,SL,LD,1,Lower,True
Mathura,SL,LD,2,Side,True
Mathura,SL,HP,3,Upper,True
Mathura,SL,TQ,4,Lower,True
Mathura,SL,PH,5,Upper,False
Mathura,SL,GN,6,Upper,True
Mathura,SL,LD,7,Lower,False
Mathura,SL,PH,8,Lower,True
Mathura,SL,PH,9,Side,True
Mathura,SL,HP,10,Upper,False
Mathura,SL,TQ,11,Lower,True
Mathura,SL,LD,12,Lower,True
Mathura,SL,DF,13,Lower,True
Mathura,SL,PH,14,Upper,True
Mathura,SL,GN,15,Upper,True
Mathura,SL,PH,16,Lower,False
Mathura,SL,PH,17,Side,True
Mathura,SL,TQ,18,Lower,False
Mathura,SL,HP,19,Side,False
Mathura,SL,DF,20,Lower,True
Mathura,SL,GN,21,Side,True
Mathura,SL,TQ,22,Upper,False
Mathura,SL,HP,23,Side,False
Mathura,SL,HP,24,Upper,False
Firozabad,1A,HP,1,Upper,False
Firozabad,1A,GN,2,Upper,True
Firozabad,1A,DF,3,Upper,False
Firozabad,1A,LD,4,Lower,False
Firozabad,1A,YU,5,Upper,True
Firozabad,1A,DF,6,Side,True
Firozabad,1A,DF,7,Side,True
Firozabad,1A,LD,8,Lower,True
Firozabad,1A,DF,9,Upper,True
Firozabad,1A,HP,10,Upper,False
Firozabad,1A,TQ,11,Lower,True
Firozabad,1A,LD,12,Upper,True
Firozabad,1A,TQ,13,Lower,True
Firozabad,1A,GN,14,Upper,True
Firozabad,1A,LD,15,Side,True
Firozabad,1A,LD,16,Lower,False
Firozabad,1A,GN,17,Lower,True
Firozabad,1A,LD,18,Upper,False
Firozabad,1A,PH,19,Lower,True
Firozabad,1A,YU,20,Upper,True
Firozabad,1A,LD,21,Upper,True
Firozabad,1A,HP,22,Lower,False
Firozabad,1A,GN,23,Side,False
Firozabad,1A,DF,24,Side,False
Firozabad,2A,TQ,1,Lower,True
Firozabad,2A,LD,2,Upper,True
Firozabad,2A,HP,3,Upper,True
Firozabad,2A,DF,4,Lower,False
Firozabad,2A,TQ,5,Side,True
Firozabad,2A,LD,6,Side,False
Firozabad,2A,LD,7,Upper,True
Firozabad,2A,DF,8,Lower,False
Firozabad,2A,HP,9,Side,True
Firozabad,2A,TQ,10,Lower,True
Firozabad,2A,HP,11,Lower,True
Firozabad,2A,DF,12,Side,True
Firozabad,2A,DF,13,Lower,True
Firozabad,2A,TQ,14,Upper,False
Firozabad,2A,PH,15,Lower,False
Firozabad,2A,PH,16,Side,True
Firozabad,2A,GN,17,Side,False
Firozabad,2A,LD,18,Upper,True
Firozabad,2A,DF,19,Side,False
Firozabad,2A,PH,20,Lower,True
Firozabad,2A,HP,21,Side,True
Firozabad,2A,DF,22,Upper,True
Firozabad,2A,DF,23,Side,True
Firozabad,2A,HP,24,Side,False
Firozabad,3A,TQ,1,Upper,True
Firozabad,3A,LD,2,Side,False
Firozabad,3A,DF,3,Upper,False
Firozabad,3A,YU,4,Side,False
Firozabad,3A,YU,5,Lower,True
Firozabad,3A,LD,6,Lower,True
Firozabad,3A,LD,7,Upper,False
Firozabad,3A,GN,8,Upper,False
Firozabad,3A,HP,9,Upper,False
Firozabad,3A,LD,10,Side,False
Firozabad,3A,PH,11,Upper,False
Firozabad,3A,PH,12,Upper,False
Firozabad,3A,HP,13,Side,True
Firozabad,3A,GN,14,Lower,False
Firozabad,3A,YU,15,Lower,False
Firozabad,3A,LD,16,Lower,True
Firozabad,3A,TQ,17,Lower,False
Firozabad,3A,GN,18,Side,False
Firozabad,3A,HP,19,Lower,True
Firozabad,3A,DF,20,Side,False
Firozabad,3A,GN,21,Side,False
Firozabad,3A,HP,22,Side,True
Firozabad,3A,DF,23,Lower,False
Firozabad,3A,TQ,24,Upper,True
Firozabad,SL,LD,1,Lower,True
Firozabad,SL,LD,2,Side,True
Firozabad,SL,HP,3,Upper,True
Firozabad,SL,TQ,4,Lower,True
Firozabad,SL,PH,5,Upper,False
Firozabad,SL,GN,6,Upper,True
Firozabad,SL,LD,7,Lower,False
Firozabad,SL,PH,8,Lower,True
Firozabad,SL,PH,9,Side,True
Firozabad,SL,HP,10,Upper,False
Firozabad,SL,TQ,11,Lower,True
Firozabad,SL,LD,12,Lower,True
Firozabad,SL,DF,13,Lower,True
Firozabad,SL,PH,14,Upper,True
Firozabad,SL,GN,15,Upper,True
Firozabad,SL,PH,16,Lower,False
Firozabad,SL,PH,17,Side,True
Firozabad,SL,TQ,18,Lower,False
Firozabad,SL,HP,19,Side,False
Firozabad,SL,DF,20,Lower,True
Firozabad,SL,GN,21,Side,True
Firozabad,SL,TQ,22,Upper,False
Firozabad,SL,HP,23,Side,False
Firozabad,SL,HP,24,Upper,False
Agra,1A,HP,1,Upper,False
Agra,1A,GN,2,Upper,True
Agra,1A,DF,3,Upper,False
Agra,1A,LD,4,Lower,False
Agra,1A,YU,5,Upper,True
Agra,1A,DF,6,Side,True
Agra,1A,DF,7,Side,True
Agra,1A,LD,8,Lower,True
Agra,1A,DF,9,Upper,True
Agra,1A,HP,10,Upper,False
Agra,1A,TQ,11,Lower,True
Agra,1A,LD,12,Upper,True
Agra,1A,TQ,13,Lower,True
Agra,1A,GN,14,Upper,True
Agra,1A,LD,15,Side,True
Agra,1A,LD,16,Lower,False
Agra,1A,GN,17,Lower,True
Agra,1A,LD,18,Upper,False
Agra,1A,PH,19,Lower,True
Agra,1A,YU,20,Upper,True
Agra,1A,LD,21,Upper,True
Agra,1A,HP,22,Lower,False
Agra,1A,GN,23,Side,False
Agra,1A,DF,24,Side,False
Agra,2A,TQ,1,Lower,True
Agra,2A,LD,2,Upper,True
Agra,2A,HP,3,Upper,True
Agra,2A,DF,4,Lower,False
Agra,2A,TQ,5,Side,True
Agra,2A,LD,6,Side,False
Agra,2A,LD,7,Upper,True
Agra,2A,DF,8,Lower,False
Agra,2A,HP,9,Side,True
Agra,2A,TQ,10,Lower,True
Agra,2A,HP,11,Lower,True
Agra,2A,DF,12,Side,True
Agra,2A,DF,13,Lower,True
Agra,2A,TQ,14,Upper,False
Agra,2A,PH,15,Lower,False
Agra,2A,PH,16,Side,True
Agra,2A,GN,17,Side,False
Agra,2A,LD,18,Upper,True
Agra,2A,DF,19,Side,False
Agra,2A,PH,20,Lower,True
Agra,2A,HP,21,Side,True
Agra,2A,DF,22,Upper,True
Agra,2A,DF,23,Side,True
Agra,2A,HP,24,Side,False
Agra,3A,TQ,1,Upper,True
Agra,3A,LD,2,Side,False
Agra,3A,DF,3,Upper,False
Agra,3A,YU,4,Side,False
Agra,3A,YU,5,Lower,True
Agra,3A,LD,6,Lower,True
Agra,3A,LD,7,Upper,False
Agra,3A,GN,8,Upper,False
Agra,3A,HP,9,Upper,False
Agra,3A,LD,10,Side,False
Agra,3A,PH,11,Upper,False
Agra,3A,PH,12,Upper,False
Agra,3A,HP,13,Side,True
Agra,3A,GN,14,Lower,False
Agra,3A,YU,15,Lower,False
Agra,3A,LD,16,Lower,True
Agra,3A,TQ,17,Lower,False
Agra,3A,GN,18,Side,False
Agra,3A,HP,19,Lower,True
Agra,3A,DF,20,Side,False
Agra,3A,GN,21,Side,False
Agra,3A,HP,22,Side,True
Agra,3A,DF,23,Lower,False
Agra,3A,TQ,24,Upper,True
Agra,SL,LD,1,Lower,True
Agra,SL,LD,2,Side,True
Agra,SL,HP,3,Upper,True
Agra,SL,TQ,4,Lower,True
Agra,SL,PH,5,Upper,False
Agra,SL,GN,6,Upper,True
Agra,SL,LD,7,Lower,False
Agra,SL,PH,8,Lower,True
Agra,SL,PH,9,Side,True
Agra,SL,HP,10,Upper,False
Agra,SL,TQ,11,Lower,True
Agra,SL,LD,12,Lower,True
Agra,SL,DF,13,Lower,True
Agra,SL,PH,14,Upper,True
Agra,SL,GN,15,Upper,True
Agra,SL,PH,16,Lower,False
Agra,SL,PH,17,Side,True
Agra,SL,TQ,18,Lower,False
Agra,SL,HP,19,Side,False
Agra,SL,DF,20,Lower,True
Agra,SL,GN,21,Side,True
Agra,SL,TQ,22,Upper,False
Agra,SL,HP,23,Side,False
Agra,SL,HP,24,Upper,False
