Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Mumbai,3A,LD,19,Lower,True
Mumbai,3A,PH,20,Upper,False
Mumbai,3A,TQ,21,Upper,False
Mumbai,3A,LD,22,Upper,False
Mumbai,3A,GN,23,Side,False
Mumbai,3A,GN,24,Lower,False
Mumbai,SL,YU,1,Upper,False
Mumbai,SL,YU,2,Upper,False
Mumbai,SL,TQ,3,Lower,True
Mumbai,SL,TQ,4,Side,True
Mumbai,SL,DF,5,Lower,True
Mumbai,SL,DF,6,Lower,True
Mumbai,SL,GN,7,Upper,False
Mumbai,SL,HP,8,Upper,False
Mumbai,SL,YU,9,Side,True
Mumbai,SL,TQ,10,Upper,True
Mumbai,SL,YU,11,Lower,True
Mumbai,SL,GN,12,Lower,False
Mumbai,SL,TQ,13,Upper,True
Mumbai,SL,GN,14,Lower,True
Mumbai,SL,DF,15,Side,False
Mumbai,SL,HP,16,Upper,True
Mumbai,SL,LD,17,Upper,False
Mumbai,SL,TQ,18,Lower,False
Mumbai,SL,GN,19,Upper,True
Mumbai,SL,PH,20,Side,False
Mumbai,SL,TQ,21,Upper,False
Mumbai,SL,GN,22,Upper,True
Mumbai,SL,HP,23,Lower,True
Mumbai,SL,PH,24,Upper,False
Nagpur,1A,LD,1,Lower,False
Nagpur,1A,LD,2,Upper,False
Nagpur,1A,GN,3,Side,False
Nagpur,1A,HP,4,Upper,True
Nagpur,1A,LD,5,Lower,False
Nagpur,1A,HP,6,Side,False
Nagpur,1A,PH,7,Side,True
Nagpur,1A,PH,8,Lower,True
Nagpur,1A,TQ,9,Upper,False
Nagpur,1A,DF,10,Lower,False
Nagpur,1A,DF,11,Lower,True
Nagpur,1A,GN,12,Lower,False
Nagpur,1A,TQ,13,Lower,True
Nagpur,1A,LD,14,Side,False
Nagpur,1A,YU,15,Upper,True
Nagpur,1A,HP,16,Side,True
Nagpur,1A,PH,17,Lower,True
Nagpur,1A,DF,18,Upper,True
Nagpur,1A,TQ,19,Side,True
Nagpur,1A,YU,20,Lower,False
Nagpur,1A,YU,21,Upper,True
Nagpur,1A,PH,22,Upper,False
Nagpur,1A,DF,23,Side,True
Nagpur,1A,HP,24,Side,True
Nagpur,2A,PH,1,Side,True
Nagpur,2A,HP,2,Upper,True
Nagpur,2A,TQ,3,Lower,True
Nagpur,2A,YU,4,Upper,False
Nagpur,2A,PH,5,Upper,True
Nagpur,2A,YU,6,Lower,False
Nagpur,2A,HP,7,Side,True
Nagpur,2A,DF,8,Side,False
Nagpur,2A,PH,9,Upper,False
Nagpur,2A,YU,10,Upper,True
Nagpur,2A,LD,11,Lower,False
Nagpur,2A,TQ,12,Lower,False
Nagpur,2A,GN,13,Upper,True
Nagpur,2A,PH,14,Upper,False
Nagpur,2A,PH,15,Lower,False
Nagpur,2A,PH,16,Side,True
Nagpur,2A,LD,17,Upper,False
Nagpur,2A,LD,18,Upper,False
Nagpur,2A,HP,19,Upper,False
Nagpur,2A,YU,20,Side,False
Nagpur,2A,PH,21,Side,False
Nagpur,2A,GN,22,Side,False
Nagpur,2A,HP,23,Lower,False
Nagpur,2A,LD,24,Side,False
Nagpur,3A,TQ,1,Side,True
Nagpur,3A,HP,2,Upper,True
Nagpur,3A,LD,3,Upper,True
Nagpur,3A,GN,4,Lower,False
Nagpur,3A,HP,5,Lower,False
Nagpur,3A,GN,6,Side,True
Nagpur,3A,HP,7,Upper,False
Nagpur,3A,PH,8,Lower,False
Nagpur,3A,YU,9,Side,False
Nagpur,3A,HP,10,Lower,True
Nagpur,3A,PH,11,Side,True
Nagpur,3A,TQ,12,Side,True
Nagpur,3A,LD,13,Upper,False
Nagpur,3A,YU,14,Upper,True
Nagpur,3A,PH,15,Lower,True
Nagpur,3A,HP,16,Upper,False
Nagpur,3A,PH,17,Side,False
Nagpur,3A,DF,18,Lower,True
Nagpur,3A,LD,19,Lower,True
Nagpur,3A,PH,20,Upper,False
Nagpur,3A,TQ,21,Upper,False
Nagpur,3A,LD,22,Upper,False
Nagpur,3A,GN,23,Side,False
Nagpur,3A,GN,24,Lower,False
Nagpur,SL,YU,1,Upper,False
Nagpur,SL,YU,2,Upper,False
Nagpur,SL,TQ,3,Lower,True
Nagpur,SL,TQ,4,Side,True
Nagpur,SL,DF,5,Lower,True
Nagpur,SL,DF,6,Lower,True
Nagpur,SL,GN,7,Upper,False
Nagpur,SL,HP,8,Upper,False
Nagpur,SL,YU,9,Side,True
Nagpur,SL,TQ,10,Upper,True
Nagpur,SL,YU,11,Lower,True
Nagpur,SL,GN,12,Lower,False
Nagpur,SL,TQ,13,Upper,True
Nagpur,SL,GN,14,Lower,True
Nagpur,SL,DF,15,Side,False
Nagpur,SL,HP,16,Upper,True
Nagpur,SL,LD,17,Upper,False
Nagpur,SL,TQ,18,Lower,False
Nagpur,SL,GN,19,Upper,True
Nagpur,SL,PH,20,Side,False
Nagpur,SL,TQ,21,Upper,False
Nagpur,SL,GN,22,Upper,True
Nagpur,SL,HP,23,Lower,True
Nagpur,SL,PH,24,Upper,False
Bhopal,1A,LD,1,Lower,False
Bhopal,1A,LD,2,Upper,False
Bhopal,1A,GN,3,Side,False
Bhopal,1A,HP,4,Upper,True
Bhopal,1A,LD,5,Lower,False
Bhopal,1A,HP,6,Side,False
Bhopal,1A,PH,7,Side,True
Bhopal,1A,PH,8,Lower,True
Bhopal,1A,TQ,9,Upper,False
Bhopal,1A,DF,10,Lower,False
Bhopal,1A,DF,11,Lower,True
Bhopal,1A,GN,12,Lower,False
Bhopal,1A,TQ,13,Lower,True
Bhopal,1A,LD,14,Side,False
Bhopal,1A,YU,15,Upper,True
Bhopal,1A,HP,16,Side,True
Bhopal,1A,PH,17,Lower,True
Bhopal,1A,DF,18,Upper,True
Bhopal,1A,TQ,19,Side,True
Bhopal,1A,YU,20,Lower,False
Bhopal,1A,YU,21,Upper,True
Bhopal,1A,PH,22,Upper,False
Bhopal,1A,DF,23,Side,True
Bhopal,1A,HP,24,Side,True
Bhopal,2A,PH,1,Side,True
Bhopal,2A,HP,2,Upper,True
Bhopal,2A,TQ,3,Lower,True
Bhopal,2A,YU,4,Upper,False
Bhopal,2A,PH,5,Upper,True
Bhopal,2A,YU,6,Lower,False
Bhopal,2A,HP,7,Side,True
Bhopal,2A,DF,8,Side,False
Bhopal,2A,PH,9,Upper,False
Bhopal,2A,YU,10,Upper,True
Bhopal,2A,LD,11,Lower,False
Bhopal,2A,TQ,12,Lower,False
Bhopal,2A,GN,13,Upper,True
Bhopal,2A,PH,14,Upper,False
Bhopal,2A,PH,15,Lower,False
Bhopal,2A,PH,16,Side,True
Bhopal,2A,LD,17,Upper,False
Bhopal,2A,LD,18,Upper,False
Bhopal,2A,HP,19,Upper,False
Bhopal,2A,YU,20,Side,False
Bhopal,2A,PH,21,Side,False
Bhopal,2A,GN,22,Side,False
Bhopal,2A,HP,23,Lower,False
Bhopal,2A,LD,24,Side,False
Bhopal,3A,TQ,1,Side,True
Bhopal,3A,HP,2,Upper,True
Bhopal,3A,LD,3,Upper,True
Bhopal,3A,GN,4,Lower,False
Bhopal,3A,HP,5,Lower,False
Bhopal,3A,GN,6,Side,True
Bhopal,3A,HP,7,Upper,False
Bhopal,3A,PH,8,Lower,False
Bhopal,3A,YU,9,Side,False
Bhopal,3A,HP,10,Lower,True
Bhopal,3A,PH,11,Side,True
Bhopal,3A,TQ,12,Side,True
Bhopal,3A,LD,13,Upper,False
Bhopal,3A,YU,14,Upper,True
Bhopal,3A,PH,15,Lower,True
Bhopal,3A,HP,16,Upper,False
Bhopal,3A,PH,17,Side,False
Bhopal,3A,DF,18,Lower,True
Bhopal,3A,LD,19,Lower,True
Bhopal,3A,PH,20,Upper,False
Bhopal,3A,TQ,21,Upper,False
Bhopal,3A,LD,22,Upper,False
Bhopal,3A,GN,23,Side,False
Bhopal,3A,GN,24,Lower,False
Bhopal,SL,YU,1,Upper,False
Bhopal,SL,YU,2,Upper,False
Bhopal,SL,TQ,3,Lower,True
Bhopal,SL,TQ,4,Side,True
Bhopal,SL,DF,5,Lower,True
Bhopal,SL,DF,6,Lower,True
Bhopal,SL,GN,7,Upper,False
Bhopal,SL,HP,8,Upper,False
Bhopal,SL,YU,9,Side,True
Bhopal,SL,TQ,10,Upper,True
Bhopal,SL,YU,11,Lower,True
Bhopal,SL,GN,12,Lower,False
Bhopal,SL,TQ,13,Upper,True
Bhopal,SL,GN,14,Lower,True
Bhopal,SL,DF,15,Side,False
Bhopal,SL,HP,16,Upper,True
Bhopal,SL,LD,17,Upper,False
Bhopal,SL,TQ,18,Lower,False
Bhopal,SL,GN,19,Upper,True
Bhopal,SL,PH,20,Side,False
Bhopal,SL,TQ,21,Upper,False
Bhopal,SL,GN,22,Upper,True
Bhopal,SL,HP,23,Lower,True
Bhopal,SL,PH,24,Upper,False
Jaipur,1A,LD,1,Lower,False
Jaipur,1A,LD,2,Upper,False
Jaipur,1A,GN,3,Side,False
Jaipur,1A,HP,4,Upper,True
Jaipur,1A,LD,5,Lower,False
Jaipur,1A,HP,6,Side,False
Jaipur,1A,PH,7,Side,True
Jaipur,1A,PH,8,Lower,True
Jaipur,1A,TQ,9,Upper,False
Jaipur,1A,DF,10,Lower,False
Jaipur,1A,DF,11,Lower,True
Jaipur,1A,GN,12,Lower,False
Jaipur,1A,TQ,13,Lower,True
Jaipur,1A,LD,14,Side,False
Jaipur,1A,YU,15,Upper,True
Jaipur,1A,HP,16,Side,True
Jaipur,1A,PH,17,Lower,True
Jaipur,1A,DF,18,Upper,True
Jaipur,1A,TQ,19,Side,True
Jaipur,1A,YU,20,Lower,False
Jaipur,1A,YU,21,Upper,True
Jaipur,1A,PH,22,Upper,False
Jaipur,1A,DF,23,Side,True
Jaipur,1A,HP,24,Side,True
Jaipur,2A,PH,1,Side,True
Jaipur,2A,HP,2,Upper,True
Jaipur,2A,TQ,3,Lower,True
Jaipur,2A,YU,4,Upper,False
Jaipur,2A,PH,5,Upper,True
Jaipur,2A,YU,6,Lower,False
Jaipur,2A,HP,7,Side,True
Jaipur,2A,DF,8,Side,False
Jaipur,2A,PH,9,Upper,False
Jaipur,2A,YU,10,Upper,True
Jaipur,2A,LD,11,Lower,False
Jaipur,2A,TQ,12,Lower,False
Jaipur,2A,GN,13,Upper,True
Jaipur,2A,PH,14,Upper,False
Jaipur,2A,PH,15,Lower,False
Jaipur,2A,PH,16,Side,True
Jaipur,2A,LD,17,Upper,False
Jaipur,2A,LD,18,Upper,False
Jaipur,2A,HP,19,Upper,False
Jaipur,2A,YU,20,Side,False
Jaipur,2A,PH,21,Side,False
Jaipur,2A,GN,22,Side,False
Jaipur,2A,HP,23,Lower,False
Jaipur,2A,LD,24,Side,False
Jaipur,3A,TQ,1,Side,True
Jaipur,3A,HP,2,Upper,True
Jaipur,3A,LD,3,Upper,True
Jaipur,3A,GN,4,Lower,False
Jaipur,3A,HP,5,Lower,False
Jaipur,3A,GN,6,Side,True
Jaipur,3A,HP,7,Upper,False
Jaipur,3A,PH,8,Lower,False
Jaipur,3A,YU,9,Side,False
Jaipur,3A,HP,10,Lower,True
Jaipur,3A,PH,11,Side,True
Jaipur,3A,TQ,12,Side,True
Jaipur,3A,LD,13,Upper,False
Jaipur,3A,YU,14,Upper,True
Jaipur,3A,PH,15,Lower,True
Jaipur,3A,HP,16,Upper,False
Jaipur,3A,PH,17,Side,False
Jaipur,3A,DF,18,Lower,True
Jaipur,3A,LD,19,Lower,True
Jaipur,3A,PH,20,Upper,False
Jaipur,3A,TQ,21,Upper,False
Jaipur,3A,LD,22,Upper,False
Jaipur,3A,GN,23,Side,False
Jaipur,3A,GN,24,Lower,False
Jaipur,SL,YU,1,Upper,False
Jaipur,SL,YU,2,Upper,False
Jaipur,SL,TQ,3,Lower,True
Jaipur,SL,TQ,4,Side,True
Jaipur,SL,DF,5,Lower,True
Jaipur,SL,DF,6,Lower,True
Jaipur,SL,GN,7,Upper,False
Jaipur,SL,HP,8,Upper,False
Jaipur,SL,YU,9,Side,True
Jaipur,SL,TQ,10,Upper,True
Jaipur,SL,YU,11,Lower,True
Jaipur,SL,GN,12,Lower,False
Jaipur,SL,TQ,13,Upper,True
Jaipur,SL,GN,14,Lower,True
Jaipur,SL,DF,15,Side,False
Jaipur,SL,HP,16,Upper,True
Jaipur,SL,LD,17,Upper,False
Jaipur,SL,TQ,18,Lower,False
Jaipur,SL,GN,19,Upper,True
Jaipur,SL,PH,20,Side,False
Jaipur,SL,TQ,21,Upper,False
Jaipur,SL,GN,22,Upper,True
Jaipur,SL,HP,23,Lower,True
Jaipur,SL,PH,24,Upper,False
Delhi,1A,LD,1,Lower,False
Delhi,1A,LD,2,Upper,False
Delhi,1A,GN,3,Side,False
Delhi,1A,HP,4,Upper,True
Delhi,1A,LD,5,Lower,False
Delhi,1A,HP,6,Side,False
Delhi,1A,PH,7,Side,True
Delhi,1A,PH,8,Lower,True
Delhi,1A,TQ,9,Upper,False
Delhi,1A,DF,10,Lower,False
Delhi,1A,DF,11,Lower,True
Delhi,1A,GN,12,Lower,False
Delhi,1A,TQ,13,Lower,True
Delhi,1A,LD,14,Side,False
Delhi,1A,YU,15,Upper,True
Delhi,1A,HP,16,Side,True
Delhi,1A,PH,17,Lower,True
Delhi,1A,DF,18,Upper,True
Delhi,1A,TQ,19,Side,True
Delhi,1A,YU,20,Lower,False
Delhi,1A,YU,21,Upper,True
Delhi,1A,PH,22,Upper,False
Delhi,1A,DF,23,Side,True
Delhi,1A,HP,24,Side,True
Delhi,2A,PH,1,Side,True
Delhi,2A,HP,2,Upper,True
Delhi,2A,TQ,3,Lower,True
Delhi,2A,YU,4,Upper,False
Delhi,2A,PH,5,Upper,True
Delhi,2A,YU,6,Lower,False
Delhi,2A,HP,7,Side,True
Delhi,2A,DF,8,Side,False
Delhi,2A,PH,9,Upper,False
Delhi,2A,YU,10,Upper,True
Delhi,2A,LD,11,Lower,False
Delhi,2A,TQ,12,Lower,False
Delhi,2A,GN,13,Upper,True
Delhi,2A,PH,14,Upper,False
Delhi,2A,PH,15,Lower,False
Delhi,2A,PH,16,Side,True
Delhi,2A,LD,17,Upper,False
Delhi,2A,LD,18,Upper,False
Delhi,2A,HP,19,Upper,False
Delhi,2A,YU,20,Side,False
Delhi,2A,PH,21,Side,False
Delhi,2A,GN,22,Side,False
Delhi,2A,HP,23,Lower,False
Delhi,2A,LD,24,Side,False
Delhi,3A,TQ,1,Side,True
Delhi,3A,HP,2,Upper,True
Delhi,3A,LD,3,Upper,True
Delhi,3A,GN,4,Lower,False
Delhi,3A,HP,5,Lower,False
Delhi,3A,GN,6,Side,True
Delhi,3A,HP,7,Upper,False
Delhi,3A,PH,8,Lower,False
Delhi,3A,YU,9,Side,False
Delhi,3A,HP,10,Lower,True
Delhi,3A,PH,11,Side,True
Delhi,3A,TQ,12,Side,True
Delhi,3A,LD,13,Upper,False
Delhi,3A,YU,14,Upper,True
Delhi,3A,PH,15,Lower,True
Delhi,3A,HP,16,Upper,False
Delhi,3A,PH,17,Side,False
Delhi,3A,DF,18,Lower,True
Delhi,3A,LD,19,Lower,True
Delhi,3A,PH,20,Upper,False
Delhi,3A,TQ,21,Upper,False
Delhi,3A,LD,22,Upper,False
Delhi,3A,GN,23,Side,False
Delhi,3A,GN,24,Lower,False
Delhi,SL,YU,1,Upper,False
Delhi,SL,YU,2,Upper,False
Delhi,SL,TQ,3,Lower,True
Delhi,SL,TQ,4,Side,True
Delhi,SL,DF,5,Lower,True
Delhi,SL,DF,6,Lower,True
Delhi,SL,GN,7,Upper,False
Delhi,SL,HP,8,Upper,False
Delhi,SL,YU,9,Side,True
Delhi,SL,TQ,10,Upper,True
Delhi,SL,YU,11,Lower,True
Delhi,SL,GN,12,Lower,False
Delhi,SL,TQ,13,Upper,True
Delhi,SL,GN,14,Lower,True
Delhi,SL,DF,15,Side,False
Delhi,SL,HP,16,Upper,True
Delhi,SL,LD,17,Upper,False
Delhi,SL,TQ,18,Lower,False
Delhi,SL,GN,19,Upper,True
Delhi,SL,PH,20,Side,False
Delhi,SL,TQ,21,Upper,False
Delhi,SL,GN,22,Upper,True
Delhi,SL,HP,23,Lower,True
Delhi,SL,PH,24,Upper,False
