Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Asansol,1A,LD,12,Upper,True
Asansol,1A,TQ,13,Lower,True
Asansol,1A,GN,14,Upper,True
Asansol,1A,LD,15,Side,True
Asansol,1A,LD,16,Lower,False
Asansol,1A,GN,17,Lower,True
Asansol,1A,LD,18,Upper,False
Asansol,1A,PH,19,Lower,True
Asansol,1A,YU,20,Upper,True
Asansol,1A,LD,21,Upper,True
Asansol,1A,HP,22,Lower,False
Asansol,1A,GN,23,Side,False
Asansol,1A,DF,24,Side,False
Asansol,2A,TQ,1,Lower,True
Asansol,2A,LD,2,Upper,True
Asansol,2A,HP,3,Upper,True
Asansol,2A,DF,4,Lower,False
Asansol,2A,TQ,5,Side,True
Asansol,2A,LD,6,Side,False
Asansol,2A,LD,7,Upper,True
Asansol,2A,DF,8,Lower,False
Asansol,2A,HP,9,Side,True
Asansol,2A,TQ,10,Lower,True
Asansol,2A,HP,11,Lower,True
Asansol,2A,DF,12,Side,True
Asansol,2A,DF,13,Lower,True
Asansol,2A,TQ,14,Upper,False
Asansol,2A,PH,15,Lower,False
Asansol,2A,PH,16,Side,True
Asansol,2A,GN,17,Side,False
Asansol,2A,LD,18,Upper,True
Asansol,2A,DF,19,Side,False
Asansol,2A,PH,20,Lower,True
Asansol,2A,HP,21,Side,True
Asansol,2A,DF,22,Upper,True
Asansol,2A,DF,23,Side,True
Asansol,2A,HP,24,Side,False
Asansol,3A,TQ,1,Upper,True
Asansol,3A,LD,2,Side,False
Asansol,3A,DF,3,Upper,False
Asansol,3A,YU,4,Side,False
Asansol,3A,YU,5,Lower,True
Asansol,3A,LD,6,Lower,True
Asansol,3A,LD,7,Upper,False
Asansol,3A,GN,8,Upper,False
Asansol,3A,HP,9,Upper,False
Asansol,3A,LD,10,Side,False
Asansol,3A,PH,11,Upper,False
Asansol,3A,PH,12,Upper,False
Asansol,3A,HP,13,Side,True
Asansol,3A,GN,14,Lower,False
Asansol,3A,YU,15,Lower,False
Asansol,3A,LD,16,Lower,True
Asansol,3A,TQ,17,Lower,False
Asansol,3A,GN,18,Side,False
Asansol,3A,HP,19,Lower,True
Asansol,3A,DF,20,Side,False
Asansol,3A,GN,21,Side,False
Asansol,3A,HP,22,Side,True
Asansol,3A,DF,23,Lower,False
Asansol,3A,TQ,24,Upper,True
Asansol,SL,LD,1,Lower,True
Asansol,SL,LD,2,Side,True
Asansol,SL,HP,3,Upper,True
Asansol,SL,TQ,4,Lower,True
Asansol,SL,PH,5,Upper,False
Asansol,SL,GN,6,Upper,True
Asansol,SL,LD,7,Lower,False
Asansol,SL,PH,8,Lower,True
Asansol,SL,PH,9,Side,True
Asansol,SL,HP,10,Upper,False
Asansol,SL,TQ,11,Lower,True
Asansol,SL,LD,12,Lower,True
Asansol,SL,DF,13,Lower,True
Asansol,SL,PH,14,Upper,True
Asansol,SL,GN,15,Upper,True
Asansol,SL,PH,16,Lower,False
Asansol,SL,PH,17,Side,True
Asansol,SL,TQ,18,Lower,False
Asansol,SL,HP,19,Side,False
Asansol,SL,DF,20,Lower,True
Asansol,SL,GN,21,Side,True
Asansol,SL,TQ,22,Upper,False
Asansol,SL,HP,23,Side,False
Asansol,SL,HP,24,Upper,False
Varanasi,1A,HP,1,Upper,False
Varanasi,1A,GN,2,Upper,True
Varanasi,1A,DF,3,Upper,False
Varanasi,1A,LD,4,Lower,False
Varanasi,1A,YU,5,Upper,True
Varanasi,1A,DF,6,Side,True
Varanasi,1A,DF,7,Side,True
Varanasi,1A,LD,8,Lower,True
Varanasi,1A,DF,9,Upper,True
Varanasi,1A,HP,10,Upper,False
Varanasi,1A,TQ,11,Lower,True
Varanasi,1A,LD,12,Upper,True
Varanasi,1A,TQ,13,Lower,True
Varanasi,1A,GN,14,Upper,True
Varanasi,1A,LD,15,Side,True
Varanasi,1A,LD,16,Lower,False
Varanasi,1A,GN,17,Lower,True
Varanasi,1A,LD,18,Upper,False
Varanasi,1A,PH,19,Lower,True
Varanasi,1A,YU,20,Upper,True
Varanasi,1A,LD,21,Upper,True
Varanasi,1A,HP,22,Lower,False
Varanasi,1A,GN,23,Side,False
Varanasi,1A,DF,24,Side,False
Varanasi,2A,TQ,1,Lower,True
Varanasi,2A,LD,2,Upper,True
Varanasi,2A,HP,3,Upper,True
Varanasi,2A,DF,4,Lower,False
Varanasi,2A,TQ,5,Side,True
Varanasi,2A,LD,6,Side,False
Varanasi,2A,LD,7,Upper,True
Varanasi,2A,DF,8,Lower,False
Varanasi,2A,HP,9,Side,True
Varanasi,2A,TQ,10,Lower,True
Varanasi,2A,HP,11,Lower,True
Varanasi,2A,DF,12,Side,True
Varanasi,2A,DF,13,Lower,True
Varanasi,2A,TQ,14,Upper,False
Varanasi,2A,PH,15,Lower,False
Varanasi,2A,PH,16,Side,True
Varanasi,2A,GN,17,Side,False
Varanasi,2A,LD,18,Upper,True
Varanasi,2A,DF,19,Side,False
Varanasi,2A,PH,20,Lower,True
Varanasi,2A,HP,21,Side,True
Varanasi,2A,DF,22,Upper,True
Varanasi,2A,DF,23,Side,True
Varanasi,2A,HP,24,Side,False
Varanasi,3A,TQ,1,Upper,True
Varanasi,3A,LD,2,Side,False
Varanasi,3A,DF,3,Upper,False
Varanasi,3A,YU,4,Side,False
Varanasi,3A,YU,5,Lower,True
Varanasi,3A,LD,6,Lower,True
Varanasi,3A,LD,7,Upper,False
Varanasi,3A,GN,8,Upper,False
Varanasi,3A,HP,9,Upper,False
Varanasi,3A,LD,10,Side,False
Varanasi,3A,PH,11,Upper,False
Varanasi,3A,PH,12,Upper,False
Varanasi,3A,HP,13,Side,True
Varanasi,3A,GN,14,Lower,False
Varanasi,3A,YU,15,Lower,False
Varanasi,3A,LD,16,Lower,True
Varanasi,3A,TQ,17,Lower,False
Varanasi,3A,GN,18,Side,False
Varanasi,3A,HP,19,Lower,True
Varanasi,3A,DF,20,Side,False
Varanasi,3A,GN,21,Side,False
Varanasi,3A,HP,22,Side,True
Varanasi,3A,DF,23,Lower,False
Varanasi,3A,TQ,24,Upper,True
Varanasi,SL,LD,1,Lower,True
Varanasi,SL,LD,2,Side,True
Varanasi,SL,HP,3,Upper,True
Varanasi,SL,TQ,4,Lower,True
Varanasi,SL,PH,5,Upper,False
Varanasi,SL,GN,6,Upper,True
Varanasi,SL,LD,7,Lower,False
Varanasi,SL,PH,8,Lower,True
Varanasi,SL,PH,9,Side,True
Varanasi,SL,HP,10,Upper,False
Varanasi,SL,TQ,11,Lower,True
Varanasi,SL,LD,12,Lower,True
Varanasi,SL,DF,13,Lower,True
Varanasi,SL,PH,14,Upper,True
Varanasi,SL,GN,15,Upper,True
Varanasi,SL,PH,16,Lower,False
Varanasi,SL,PH,17,Side,True
Varanasi,SL,TQ,18,Lower,False
Varanasi,SL,HP,19,Side,False
Varanasi,SL,DF,20,Lower,True
Varanasi,SL,GN,21,Side,True
Varanasi,SL,TQ,22,Upper,False
Varanasi,SL,HP,23,Side,False
Varanasi,SL,HP,24,Upper,False
Bhopal,1A,HP,1,Upper,False
Bhopal,1A,GN,2,Upper,True
Bhopal,1A,DF,3,Upper,False
Bhopal,1A,LD,4,Lower,False
Bhopal,1A,YU,5,Upper,True
Bhopal,1A,DF,6,Side,True
Bhopal,1A,DF,7,Side,True
Bhopal,1A,LD,8,Lower,True
Bhopal,1A,DF,9,Upper,True
Bhopal,1A,HP,10,Upper,False
Bhopal,1A,TQ,11,Lower,True
Bhopal,1A,LD,12,Upper,True
Bhopal,1A,TQ,13,Lower,True
Bhopal,1A,GN,14,Upper,True
Bhopal,1A,LD,15,Side,True
Bhopal,1A,LD,16,Lower,False
Bhopal,1A,GN,17,Lower,True
Bhopal,1A,LD,18,Upper,False
Bhopal,1A,PH,19,Lower,True
Bhopal,1A,YU,20,Upper,True
Bhopal,1A,LD,21,Upper,True
Bhopal,1A,HP,22,Lower,False
Bhopal,1A,GN,23,Side,False
Bhopal,1A,DF,24,Side,False
Bhopal,2A,TQ,1,Lower,True
Bhopal,2A,LD,2,Upper,True
Bhopal,2A,HP,3,Upper,True
Bhopal,2A,DF,4,Lower,False
Bhopal,2A,TQ,5,Side,True
Bhopal,2A,LD,6,Side,False
Bhopal,2A,LD,7,Upper,True
Bhopal,2A,DF,8,Lower,False
Bhopal,2A,HP,9,Side,True
Bhopal,2A,TQ,10,Lower,True
Bhopal,2A,HP,11,Lower,True
Bhopal,2A,DF,12,Side,True
Bhopal,2A,DF,13,Lower,True
Bhopal,2A,TQ,14,Upper,False
Bhopal,2A,PH,15,Lower,False
Bhopal,2A,PH,16,Side,True
Bhopal,2A,GN,17,Side,False
Bhopal,2A,LD,18,Upper,True
Bhopal,2A,DF,19,Side,False
Bhopal,2A,PH,20,Lower,True
Bhopal,2A,HP,21,Side,True
Bhopal,2A,DF,22,Upper,True
Bhopal,2A,DF,23,Side,True
Bhopal,2A,HP,24,Side,False
Bhopal,3A,TQ,1,Upper,True
Bhopal,3A,LD,2,Side,False
Bhopal,3A,DF,3,Upper,False
Bhopal,3A,YU,4,Side,False
Bhopal,3A,YU,5,Lower,True
Bhopal,3A,LD,6,Lower,True
Bhopal,3A,LD,7,Upper,False
Bhopal,3A,GN,8,Upper,False
Bhopal,3A,HP,9,Upper,False
Bhopal,3A,LD,10,Side,False
Bhopal,3A,PH,11,Upper,False
Bhopal,3A,PH,12,Upper,False
Bhopal,3A,HP,13,Side,True
Bhopal,3A,GN,14,Lower,False
Bhopal,3A,YU,15,Lower,False
Bhopal,3A,LD,16,Lower,True
Bhopal,3A,TQ,17,Lower,False
Bhopal,3A,GN,18,Side,False
Bhopal,3A,HP,19,Lower,True
Bhopal,3A,DF,20,Side,False
Bhopal,3A,GN,21,Side,False
Bhopal,3A,HP,22,Side,True
Bhopal,3A,DF,23,Lower,False
Bhopal,3A,TQ,24,Upper,True
Bhopal,SL,LD,1,Lower,True
Bhopal,SL,LD,2,Side,True
Bhopal,SL,HP,3,Upper,True
Bhopal,SL,TQ,4,Lower,True
Bhopal,SL,PH,5,Upper,False
Bhopal,SL,GN,6,Upper,True
Bhopal,SL,LD,7,Lower,False
Bhopal,SL,PH,8,Lower,True
Bhopal,SL,PH,9,Side,True
Bhopal,SL,HP,10,Upper,False
Bhopal,SL,TQ,11,Lower,True
Bhopal,SL,LD,12,Lower,True
Bhopal,SL,DF,13,Lower,True
Bhopal,SL,PH,14,Upper,True
Bhopal,SL,GN,15,Upper,True
Bhopal,SL,PH,16,Lower,False
Bhopal,SL,PH,17,Side,True
Bhopal,SL,TQ,18,Lower,False
Bhopal,SL,HP,19,Side,False
Bhopal,SL,DF,20,Lower,True
Bhopal,SL,GN,21,Side,True
Bhopal,SL,TQ,22,Upper,False
Bhopal,SL,HP,23,Side,False
Bhopal,SL,HP,24,Upper,False
Mumbai,1A,HP,1,Upper,False
Mumbai,1A,GN,2,Upper,True
Mumbai,1A,DF,3,Upper,False
Mumbai,1A,LD,4,Lower,False
Mumbai,1A,YU,5,Upper,True
Mumbai,1A,DF,6,Side,True
Mumbai,1A,DF,7,Side,True
Mumbai,1A,LD,8,Lower,True
Mumbai,1A,DF,9,Upper,True
Mumbai,1A,HP,10,Upper,False
Mumbai,1A,TQ,11,Lower,True
Mumbai,1A,LD,12,Upper,True
Mumbai,1A,TQ,13,Lower,True
Mumbai,1A,GN,14,Upper,True
Mumbai,1A,LD,15,Side,True
Mumbai,1A,LD,16,Lower,False
Mumbai,1A,GN,17,Lower,True
Mumbai,1A,LD,18,Upper,False
Mumbai,1A,PH,19,Lower,True
Mumbai,1A,YU,20,Upper,True
Mumbai,1A,LD,21,Upper,True
Mumbai,1A,HP,22,Lower,False
Mumbai,1A,GN,23,Side,False
Mumbai,1A,DF,24,Side,False
Mumbai,2A,TQ,1,Lower,True
Mumbai,2A,LD,2,Upper,True
Mumbai,2A,HP,3,Upper,True
Mumbai,2A,DF,4,Lower,False
Mumbai,2A,TQ,5,Side,True
Mumbai,2A,LD,6,Side,False
Mumbai,2A,LD,7,Upper,True
Mumbai,2A,DF,8,Lower,False
Mumbai,2A,HP,9,Side,True
Mumbai,2A,TQ,10,Lower,True
Mumbai,2A,HP,11,Lower,True
Mumbai,2A,DF,12,Side,True
Mumbai,2A,DF,13,Lower,True
Mumbai,2A,TQ,14,Upper,False
Mumbai,2A,PH,15,Lower,False
Mumbai,2A,PH,16,Side,True
Mumbai,2A,GN,17,Side,False
Mumbai,2A,LD,18,Upper,True
Mumbai,2A,DF,19,Side,False
Mumbai,2A,PH,20,Lower,True
Mumbai,2A,HP,21,Side,True
Mumbai,2A,DF,22,Upper,True
Mumbai,2A,DF,23,Side,True
Mumbai,2A,HP,24,Side,False
Mumbai,3A,TQ,1,Upper,True
Mumbai,3A,LD,2,Side,False
Mumbai,3A,DF,3,Upper,False
Mumbai,3A,YU,4,Side,False
Mumbai,3A,YU,5,Lower,True
Mumbai,3A,LD,6,Lower,True
Mumbai,3A,LD,7,Upper,False
Mumbai,3A,GN,8,Upper,False
Mumbai,3A,HP,9,Upper,False
Mumbai,3A,LD,10,Side,False
Mumbai,3A,PH,11,Upper,False
Mumbai,3A,PH,12,Upper,False
Mumbai,3A,HP,13,Side,True
Mumbai,3A,GN,14,Lower,False
Mumbai,3A,YU,15,Lower,False
Mumbai,3A,LD,16,Lower,True
Mumbai,3A,TQ,17,Lower,False
Mumbai,3A,GN,18,Side,False
Mumbai,3A,HP,19,Lower,True
Mumbai,3A,DF,20,Side,False
Mumbai,3A,GN,21,Side,False
Mumbai,3A,HP,22,Side,True
Mumbai,3A,DF,23,Lower,False
Mumbai,3A,TQ,24,Upper,True
Mumbai,SL,LD,1,Lower,True
Mumbai,SL,LD,2,Side,True
Mumbai,SL,HP,3,Upper,True
Mumbai,SL,TQ,4,Lower,True
Mumbai,SL,PH,5,Upper,False
Mumbai,SL,GN,6,Upper,True
Mumbai,SL,LD,7,Lower,False
Mumbai,SL,PH,8,Lower,True
Mumbai,SL,PH,9,Side,True
Mumbai,SL,HP,10,Upper,False
Mumbai,SL,TQ,11,Lower,True
Mumbai,SL,LD,12,Lower,True
Mumbai,SL,DF,13,Lower,True
Mumbai,SL,PH,14,Upper,True
Mumbai,SL,GN,15,Upper,True
Mumbai,SL,PH,16,Lower,False
Mumbai,SL,PH,17,Side,True
Mumbai,SL,TQ,18,Lower,False
Mumbai,SL,HP,19,Side,False
Mumbai,SL,DF,20,Lower,True
Mumbai,SL,GN,21,Side,True
Mumbai,SL,TQ,22,Upper,False
Mumbai,SL,HP,23,Side,False
Mumbai,SL,HP,24,Upper,False
