Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Bhubaneswar,1A,DF,7,Side,True
Bhubaneswar,1A,LD,8,Lower,True
Bhubaneswar,1A,DF,9,Upper,True
Bhubaneswar,1A,HP,10,Upper,False
Bhubaneswar,1A,TQ,11,Lower,True
Bhubaneswar,1A,LD,12,Upper,True
Bhubaneswar,1A,TQ,13,Lower,True
Bhubaneswar,1A,GN,14,Upper,True
Bhubaneswar,1A,LD,15,Side,True
Bhubaneswar,1A,LD,16,Lower,False
Bhubaneswar,1A,GN,17,Lower,True
Bhubaneswar,1A,LD,18,Upper,False
Bhubaneswar,1A,PH,19,Lower,True
Bhubaneswar,1A,YU,20,Upper,True
Bhubaneswar,1A,LD,21,Upper,True
Bhubaneswar,1A,HP,22,Lower,False
Bhubaneswar,1A,GN,23,Side,False
Bhubaneswar,1A,DF,24,Side,False
Bhubaneswar,2A,TQ,1,Lower,True
Bhubaneswar,2A,LD,2,Upper,True
Bhubaneswar,2A,HP,3,Upper,True
Bhubaneswar,2A,DF,4,Lower,False
Bhubaneswar,2A,TQ,5,Side,True
Bhubaneswar,2A,LD,6,Side,False
Bhubaneswar,2A,LD,7,Upper,True
Bhubaneswar,2A,DF,8,Lower,False
Bhubaneswar,2A,HP,9,Side,True
Bhubaneswar,2A,TQ,10,Lower,True
Bhubaneswar,2A,HP,11,Lower,True
Bhubaneswar,2A,DF,12,Side,True
Bhubaneswar,2A,DF,13,Lower,True
Bhubaneswar,2A,TQ,14,Upper,False
Bhubaneswar,2A,PH,15,Lower,False
Bhubaneswar,2A,PH,16,Side,True
Bhubaneswar,2A,GN,17,Side,False
Bhubaneswar,2A,LD,18,Upper,True
Bhubaneswar,2A,DF,19,Side,False
Bhubaneswar,2A,PH,20,Lower,True
Bhubaneswar,2A,HP,21,Side,True
Bhubaneswar,2A,DF,22,Upper,True
Bhubaneswar,2A,DF,23,Side,True
Bhubaneswar,2A,HP,24,Side,False
Bhubaneswar,3A,TQ,1,Upper,True
Bhubaneswar,3A,LD,2,Side,False
Bhubaneswar,3A,DF,3,Upper,False
Bhubaneswar,3A,YU,4,Side,False
Bhubaneswar,3A,YU,5,Lower,True
Bhubaneswar,3A,LD,6,Lower,True
Bhubaneswar,3A,LD,7,Upper,False
Bhubaneswar,3A,GN,8,Upper,False
Bhubaneswar,3A,HP,9,Upper,False
Bhubaneswar,3A,LD,10,Side,False
Bhubaneswar,3A,PH,11,Upper,False
Bhubaneswar,3A,PH,12,Upper,False
Bhubaneswar,3A,HP,13,Side,True
Bhubaneswar,3A,GN,14,Lower,False
Bhubaneswar,3A,YU,15,Lower,False
Bhubaneswar,3A,LD,16,Lower,True
Bhubaneswar,3A,TQ,17,Lower,False
Bhubaneswar,3A,GN,18,Side,False
Bhubaneswar,3A,HP,19,Lower,True
Bhubaneswar,3A,DF,20,Side,False
Bhubaneswar,3A,GN,21,Side,False
Bhubaneswar,3A,HP,22,Side,True
Bhubaneswar,3A,DF,23,Lower,False
Bhubaneswar,3A,TQ,24,Upper,True
Bhubaneswar,SL,LD,1,Lower,True
Bhubaneswar,SL,LD,2,Side,True
Bhubaneswar,SL,HP,3,Upper,True
Bhubaneswar,SL,TQ,4,Lower,True
Bhubaneswar,SL,PH,5,Upper,False
Bhubaneswar,SL,GN,6,Upper,True
Bhubaneswar,SL,LD,7,Lower,False
Bhubaneswar,SL,PH,8,Lower,True
Bhubaneswar,SL,PH,9,Side,True
Bhubaneswar,SL,HP,10,Upper,False
Bhubaneswar,SL,TQ,11,Lower,True
Bhubaneswar,SL,LD,12,Lower,True
Bhubaneswar,SL,DF,13,Lower,True
Bhubaneswar,SL,PH,14,Upper,True
Bhubaneswar,SL,GN,15,Upper,True
Bhubaneswar,SL,PH,16,Lower,False
Bhubaneswar,SL,PH,17,Side,True
Bhubaneswar,SL,TQ,18,Lower,False
Bhubaneswar,SL,HP,19,Side,False
Bhubaneswar,SL,DF,20,Lower,True
Bhubaneswar,SL,GN,21,Side,True
Bhubaneswar,SL,TQ,22,Upper,False
Bhubaneswar,SL,HP,23,Side,False
Bhubaneswar,SL,HP,24,Upper,False
Asansol,1A,HP,1,Upper,False
Asansol,1A,GN,2,Upper,True
Asansol,1A,DF,3,Upper,False
Asansol,1A,LD,4,Lower,False
Asansol,1A,YU,5,Upper,True
Asansol,1A,DF,6,Side,True
Asansol,1A,DF,7,Side,True
Asansol,1A,LD,8,Lower,True
Asansol,1A,DF,9,Upper,True
Asansol,1A,HP,10,Upper,False
Asansol,1A,TQ,11,Lower,True
Asansol,1A,LD,12,Upper,True
Asansol,1A,TQ,13,Lower,True
Asansol,1A,GN,14,Upper,True
Asansol,1A,LD,15,Side,True
Asansol,1A,LD,16,Lower,False
Asansol,1A,GN,17,Lower,True
Asansol,1A,LD,18,Upper,False
Asansol,1A,PH,19,Lower,True
Asansol,1A,YU,20,Upper,True
Asansol,1A,LD,21,Upper,True
Asansol,1A,HP,22,Lower,False
Asansol,1A,GN,23,Side,False
Asansol,1A,DF,24,Side,False
Asansol,2A,TQ,1,Lower,True
Asansol,2A,LD,2,Upper,True
Asansol,2A,HP,3,Upper,True
Asansol,2A,DF,4,Lower,False
Asansol,2A,TQ,5,Side,True
Asansol,2A,LD,6,Side,False
Asansol,2A,LD,7,Upper,True
Asansol,2A,DF,8,Lower,False
Asansol,2A,HP,9,Side,True
Asansol,2A,TQ,10,Lower,True
Asansol,2A,HP,11,Lower,True
Asansol,2A,DF,12,Side,True
Asansol,2A,DF,13,Lower,True
Asansol,2A,TQ,14,Upper,False
Asansol,2A,PH,15,Lower,False
Asansol,2A,PH,16,Side,True
Asansol,2A,GN,17,Side,False
Asansol,2A,LD,18,Upper,True
Asansol,2A,DF,19,Side,False
Asansol,2A,PH,20,Lower,True
Asansol,2A,HP,21,Side,True
Asansol,2A,DF,22,Upper,True
Asansol,2A,DF,23,Side,True
Asansol,2A,HP,24,Side,False
Asansol,3A,TQ,1,Upper,True
Asansol,3A,LD,2,Side,False
Asansol,3A,DF,3,Upper,False
Asansol,3A,YU,4,Side,False
Asansol,3A,YU,5,Lower,True
Asansol,3A,LD,6,Lower,True
Asansol,3A,LD,7,Upper,False
Asansol,3A,GN,8,Upper,False
Asansol,3A,HP,9,Upper,False
Asansol,3A,LD,10,Side,False
Asansol,3A,PH,11,Upper,False
Asansol,3A,PH,12,Upper,False
Asansol,3A,HP,13,Side,True
Asansol,3A,GN,14,Lower,False
Asansol,3A,YU,15,Lower,False
Asansol,3A,LD,16,Lower,True
Asansol,3A,TQ,17,Lower,False
Asansol,3A,GN,18,Side,False
Asansol,3A,HP,19,Lower,True
Asansol,3A,DF,20,Side,False
Asansol,3A,GN,21,Side,False
Asansol,3A,HP,22,Side,True
Asansol,3A,DF,23,Lower,False
Asansol,3A,TQ,24,Upper,True
Asansol,SL,LD,1,Lower,True
Asansol,SL,LD,2,Side,True
Asansol,SL,HP,3,Upper,True
Asansol,SL,TQ,4,Lower,True
Asansol,SL,PH,5,Upper,False
Asansol,SL,GN,6,Upper,True
Asansol,SL,LD,7,Lower,False
Asansol,SL,PH,8,Lower,True
Asansol,SL,PH,9,Side,True
Asansol,SL,HP,10,Upper,False
Asansol,SL,TQ,11,Lower,True
Asansol,SL,LD,12,Lower,True
Asansol,SL,DF,13,Lower,True
Asansol,SL,PH,14,Upper,True
Asansol,SL,GN,15,Upper,True
Asansol,SL,PH,16,Lower,False
Asansol,SL,PH,17,Side,True
Asansol,SL,TQ,18,Lower,False
Asansol,SL,HP,19,Side,False
Asansol,SL,DF,20,Lower,True
Asansol,SL,GN,21,Side,True
Asansol,SL,TQ,22,Upper,False
Asansol,SL,HP,23,Side,False
Asansol,SL,HP,24,Upper,False
Kolkata,1A,HP,1,Upper,False
Kolkata,1A,GN,2,Upper,True
Kolkata,1A,DF,3,Upper,False
Kolkata,1A,LD,4,Lower,False
Kolkata,1A,YU,5,Upper,True
Kolkata,1A,DF,6,Side,True
Kolkata,1A,DF,7,Side,True
Kolkata,1A,LD,8,Lower,True
Kolkata,1A,DF,9,Upper,True
Kolkata,1A,HP,10,Upper,False
Kolkata,1A,TQ,11,Lower,True
Kolkata,1A,LD,12,Upper,True
Kolkata,1A,TQ,13,Lower,True
Kolkata,1A,GN,14,Upper,True
Kolkata,1A,LD,15,Side,True
Kolkata,1A,LD,16,Lower,False
Kolkata,1A,GN,17,Lower,True
Kolkata,1A,LD,18,Upper,False
Kolkata,1A,PH,19,Lower,True
Kolkata,1A,YU,20,Upper,True
Kolkata,1A,LD,21,Upper,True
Kolkata,1A,HP,22,Lower,False
Kolkata,1A,GN,23,Side,False
Kolkata,1A,DF,24,Side,False
Kolkata,2A,TQ,1,Lower,True
Kolkata,2A,LD,2,Upper,True
Kolkata,2A,HP,3,Upper,True
Kolkata,2A,DF,4,Lower,False
Kolkata,2A,TQ,5,Side,True
Kolkata,2A,LD,6,Side,False
Kolkata,2A,LD,7,Upper,True
Kolkata,2A,DF,8,Lower,False
Kolkata,2A,HP,9,Side,True
Kolkata,2A,TQ,10,Lower,True
Kolkata,2A,HP,11,Lower,True
Kolkata,2A,DF,12,Side,True
Kolkata,2A,DF,13,Lower,True
Kolkata,2A,TQ,14,Upper,False
Kolkata,2A,PH,15,Lower,False
Kolkata,2A,PH,16,Side,True
Kolkata,2A,GN,17,Side,False
Kolkata,2A,LD,18,Upper,True
Kolkata,2A,DF,19,Side,False
Kolkata,2A,PH,20,Lower,True
Kolkata,2A,HP,21,Side,True
Kolkata,2A,DF,22,Upper,True
Kolkata,2A,DF,23,Side,True
Kolkata,2A,HP,24,Side,False
Kolkata,3A,TQ,1,Upper,True
Kolkata,3A,LD,2,Side,False
Kolkata,3A,DF,3,Upper,False
Kolkata,3A,YU,4,Side,False
Kolkata,3A,YU,5,Lower,True
Kolkata,3A,LD,6,Lower,True
Kolkata,3A,LD,7,Upper,False
Kolkata,3A,GN,8,Upper,False
Kolkata,3A,HP,9,Upper,False
Kolkata,3A,LD,10,Side,False
Kolkata,3A,PH,11,Upper,False
Kolkata,3A,PH,12,Upper,False
Kolkata,3A,HP,13,Side,True
Kolkata,3A,GN,14,Lower,False
Kolkata,3A,YU,15,Lower,False
Kolkata,3A,LD,16,Lower,True
Kolkata,3A,TQ,17,Lower,False
Kolkata,3A,GN,18,Side,False
Kolkata,3A,HP,19,Lower,True
Kolkata,3A,DF,20,Side,False
Kolkata,3A,GN,21,Side,False
Kolkata,3A,HP,22,Side,True
Kolkata,3A,DF,23,Lower,False
Kolkata,3A,TQ,24,Upper,True
Kolkata,SL,LD,1,Lower,True
Kolkata,SL,LD,2,Side,True
Kolkata,SL,HP,3,Upper,True
Kolkata,SL,TQ,4,Lower,True
Kolkata,SL,PH,5,Upper,False
Kolkata,SL,GN,6,Upper,True
Kolkata,SL,LD,7,Lower,False
Kolkata,SL,PH,8,Lower,True
Kolkata,SL,PH,9,Side,True
Kolkata,SL,HP,10,Upper,False
Kolkata,SL,TQ,11,Lower,True
Kolkata,SL,LD,12,Lower,True
Kolkata,SL,DF,13,Lower,True
Kolkata,SL,PH,14,Upper,True
Kolkata,SL,GN,15,Upper,True
Kolkata,SL,PH,16,Lower,False
Kolkata,SL,PH,17,Side,True
Kolkata,SL,TQ,18,Lower,False
Kolkata,SL,HP,19,Side,False
Kolkata,SL,DF,20,Lower,True
Kolkata,SL,GN,21,Side,True
Kolkata,SL,TQ,22,Upper,False
Kolkata,SL,HP,23,Side,False
Kolkata,SL,HP,24,Upper,False
