Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Patna,SL,PH,9,Side,True
Patna,SL,HP,10,Upper,False
Patna,SL,TQ,11,Lower,True
Patna,SL,LD,12,Lower,True
Patna,SL,DF,13,Lower,True
Patna,SL,PH,14,Upper,True
Patna,SL,GN,15,Upper,True
Patna,SL,PH,16,Lower,False
Patna,SL,PH,17,Side,True
Patna,SL,TQ,18,Lower,False
Patna,SL,HP,19,Side,False
Patna,SL,DF,20,Lower,True
Patna,SL,GN,21,Side,True
Patna,SL,TQ,22,Upper,False
Patna,SL,HP,23,Side,False
Patna,SL,HP,24,Upper,False
Mughalsarai,1A,HP,1,Upper,False
Mughalsarai,1A,GN,2,Upper,True
Mughalsarai,1A,DF,3,Upper,False
Mughalsarai,1A,LD,4,Lower,False
Mughalsarai,1A,YU,5,Upper,True
Mughalsarai,1A,DF,6,Side,True
Mughalsarai,1A,DF,7,Side,True
Mughalsarai,1A,LD,8,Lower,True
Mughalsarai,1A,DF,9,Upper,True
Mughalsarai,1A,HP,10,Upper,False
Mughalsarai,1A,TQ,11,Lower,True
Mughalsarai,1A,LD,12,Upper,True
Mughalsarai,1A,TQ,13,Lower,True
Mughalsarai,1A,GN,14,Upper,True
Mughalsarai,1A,LD,15,Side,True
Mughalsarai,1A,LD,16,Lower,False
Mughalsarai,1A,GN,17,Lower,True
Mughalsarai,1A,LD,18,Upper,False
Mughalsarai,1A,PH,19,Lower,True
Mughalsarai,1A,YU,20,Upper,True
Mughalsarai,1A,LD,21,Upper,True
Mughalsarai,1A,HP,22,Lower,False
Mughalsarai,1A,GN,23,Side,False
Mughalsarai,1A,DF,24,Side,False
Mughalsarai,2A,TQ,1,Lower,True
Mughalsarai,2A,LD,2,Upper,True
Mughalsarai,2A,HP,3,Upper,True
Mughalsarai,2A,DF,4,Lower,False
Mughalsarai,2A,TQ,5,Side,True
Mughalsarai,2A,LD,6,Side,False
Mughalsarai,2A,LD,7,Upper,True
Mughalsarai,2A,DF,8,Lower,False
Mughalsarai,2A,HP,9,Side,True
Mughalsarai,2A,TQ,10,Lower,True
Mughalsarai,2A,HP,11,Lower,True
Mughalsarai,2A,DF,12,Side,True
Mughalsarai,2A,DF,13,Lower,True
Mughalsarai,2A,TQ,14,Upper,False
Mughalsarai,2A,PH,15,Lower,False
Mughalsarai,2A,PH,16,Side,True
Mughalsarai,2A,GN,17,Side,False
Mughalsarai,2A,LD,18,Upper,True
Mughalsarai,2A,DF,19,Side,False
Mughalsarai,2A,PH,20,Lower,True
Mughalsarai,2A,HP,21,Side,True
Mughalsarai,2A,DF,22,Upper,True
Mughalsarai,2A,DF,23,Side,True
Mughalsarai,2A,HP,24,Side,False
Mughalsarai,3A,TQ,1,Upper,True
Mughalsarai,3A,LD,2,Side,False
Mughalsarai,3A,DF,3,Upper,False
Mughalsarai,3A,YU,4,Side,False
Mughalsarai,3A,YU,5,Lower,True
Mughalsarai,3A,LD,6,Lower,True
Mughalsarai,3A,LD,7,Upper,False
Mughalsarai,3A,GN,8,Upper,False
Mughalsarai,3A,HP,9,Upper,False
Mughalsarai,3A,LD,10,Side,False
Mughalsarai,3A,PH,11,Upper,False
Mughalsarai,3A,PH,12,Upper,False
Mughalsarai,3A,HP,13,Side,True
Mughalsarai,3A,GN,14,Lower,False
Mughalsarai,3A,YU,15,Lower,False
Mughalsarai,3A,LD,16,Lower,True
Mughalsarai,3A,TQ,17,Lower,False
Mughalsarai,3A,GN,18,Side,False
Mughalsarai,3A,HP,19,Lower,True
Mughalsarai,3A,DF,20,Side,False
Mughalsarai,3A,GN,21,Side,False
Mughalsarai,3A,HP,22,Side,True
Mughalsarai,3A,DF,23,Lower,False
Mughalsarai,3A,TQ,24,Upper,True
Mughalsarai,SL,LD,1,Lower,True
Mughalsarai,SL,LD,2,Side,True
Mughalsarai,SL,HP,3,Upper,True
Mughalsarai,SL,TQ,4,Lower,True
Mughalsarai,SL,PH,5,Upper,False
Mughalsarai,SL,GN,6,Upper,True
Mughalsarai,SL,LD,7,Lower,False
Mughalsarai,SL,PH,8,Lower,True
Mughalsarai,SL,PH,9,Side,True
Mughalsarai,SL,HP,10,Upper,False
Mughalsarai,SL,TQ,11,Lower,True
Mughalsarai,SL,LD,12,Lower,True
Mughalsarai,SL,DF,13,Lower,True
Mughalsarai,SL,PH,14,Upper,True
Mughalsarai,SL,GN,15,Upper,True
Mughalsarai,SL,PH,16,Lower,False
Mughalsarai,SL,PH,17,Side,True
Mughalsarai,SL,TQ,18,Lower,False
Mughalsarai,SL,HP,19,Side,False
Mughalsarai,SL,DF,20,Lower,True
Mughalsarai,SL,GN,21,Side,True
Mughalsarai,SL,TQ,22,Upper,False
Mughalsarai,SL,HP,23,Side,False
Mughalsarai,SL,HP,24,Upper,False
Dhanbad,1A,HP,1,Upper,False
Dhanbad,1A,GN,2,Upper,True
Dhanbad,1A,DF,3,Upper,False
Dhanbad,1A,LD,4,Lower,False
Dhanbad,1A,YU,5,Upper,True
Dhanbad,1A,DF,6,Side,True
Dhanbad,1A,DF,7,Side,True
Dhanbad,1A,LD,8,Lower,True
Dhanbad,1A,DF,9,Upper,True
Dhanbad,1A,HP,10,Upper,False
Dhanbad,1A,TQ,11,Lower,True
Dhanbad,1A,LD,12,Upper,True
Dhanbad,1A,TQ,13,Lower,True
Dhanbad,1A,GN,14,Upper,True
Dhanbad,1A,LD,15,Side,True
Dhanbad,1A,LD,16,Lower,False
Dhanbad,1A,GN,17,Lower,True
Dhanbad,1A,LD,18,Upper,False
Dhanbad,1A,PH,19,Lower,True
Dhanbad,1A,YU,20,Upper,True
Dhanbad,1A,LD,21,Upper,True
Dhanbad,1A,HP,22,Lower,False
Dhanbad,1A,GN,23,Side,False
Dhanbad,1A,DF,24,Side,False
Dhanbad,2A,TQ,1,Lower,True
Dhanbad,2A,LD,2,Upper,True
Dhanbad,2A,HP,3,Upper,True
Dhanbad,2A,DF,4,Lower,False
Dhanbad,2A,TQ,5,Side,True
Dhanbad,2A,LD,6,Side,False
Dhanbad,2A,LD,7,Upper,True
Dhanbad,2A,DF,8,Lower,False
Dhanbad,2A,HP,9,Side,True
Dhanbad,2A,TQ,10,Lower,True
Dhanbad,2A,HP,11,Lower,True
Dhanbad,2A,DF,12,Side,True
Dhanbad,2A,DF,13,Lower,True
Dhanbad,2A,TQ,14,Upper,False
Dhanbad,2A,PH,15,Lower,False
Dhanbad,2A,PH,16,Side,True
Dhanbad,2A,GN,17,Side,False
Dhanbad,2A,LD,18,Upper,True
Dhanbad,2A,DF,19,Side,False
Dhanbad,2A,PH,20,Lower,True
Dhanbad,2A,HP,21,Side,True
Dhanbad,2A,DF,22,Upper,True
Dhanbad,2A,DF,23,Side,True
Dhanbad,2A,HP,24,Side,False
Dhanbad,3A,TQ,1,Upper,True
Dhanbad,3A,LD,2,Side,False
Dhanbad,3A,DF,3,Upper,False
Dhanbad,3A,YU,4,Side,False
Dhanbad,3A,YU,5,Lower,True
Dhanbad,3A,LD,6,Lower,True
Dhanbad,3A,LD,7,Upper,False
Dhanbad,3A,GN,8,Upper,False
Dhanbad,3A,HP,9,Upper,False
Dhanbad,3A,LD,10,Side,False
Dhanbad,3A,PH,11,Upper,False
Dhanbad,3A,PH,12,Upper,False
Dhanbad,3A,HP,13,Side,True
Dhanbad,3A,GN,14,Lower,False
Dhanbad,3A,YU,15,Lower,False
Dhanbad,3A,LD,16,Lower,True
Dhanbad,3A,TQ,17,Lower,False
Dhanbad,3A,GN,18,Side,False
Dhanbad,3A,HP,19,Lower,True
Dhanbad,3A,DF,20,Side,False
Dhanbad,3A,GN,21,Side,False
Dhanbad,3A,HP,22,Side,True
Dhanbad,3A,DF,23,Lower,False
Dhanbad,3A,TQ,24,Upper,True
Dhanbad,SL,LD,1,Lower,True
Dhanbad,SL,LD,2,Side,True
Dhanbad,SL,HP,3,Upper,True
Dhanbad,SL,TQ,4,Lower,True
Dhanbad,SL,PH,5,Upper,False
Dhanbad,SL,GN,6,Upper,True
Dhanbad,SL,LD,7,Lower,False
Dhanbad,SL,PH,8,Lower,True
Dhanbad,SL,PH,9,Side,True
Dhanbad,SL,HP,10,Upper,False
Dhanbad,SL,TQ,11,Lower,True
Dhanbad,SL,LD,12,Lower,True
Dhanbad,SL,DF,13,Lower,True
Dhanbad,SL,PH,14,Upper,True
Dhanbad,SL,GN,15,Upper,True
Dhanbad,SL,PH,16,Lower,False
Dhanbad,SL,PH,17,Side,True
Dhanbad,SL,TQ,18,Lower,False
Dhanbad,SL,HP,19,Side,False
Dhanbad,SL,DF,20,Lower,True
Dhanbad,SL,GN,21,Side,True
Dhanbad,SL,TQ,22,Upper,False
Dhanbad,SL,HP,23,Side,False
Dhanbad,SL,HP,24,Upper,False
Gaya,1A,HP,1,Upper,False
Gaya,1A,GN,2,Upper,True
Gaya,1A,DF,3,Upper,False
Gaya,1A,LD,4,Lower,False
Gaya,1A,YU,5,Upper,True
Gaya,1A,DF,6,Side,True
Gaya,1A,DF,7,Side,True
Gaya,1A,LD,8,Lower,True
Gaya,1A,DF,9,Upper,True
Gaya,1A,HP,10,Upper,False
Gaya,1A,TQ,11,Lower,True
Gaya,1A,LD,12,Upper,True
Gaya,1A,TQ,13,Lower,True
Gaya,1A,GN,14,Upper,True
Gaya,1A,LD,15,Side,True
Gaya,1A,LD,16,Lower,False
Gaya,1A,GN,17,Lower,True
Gaya,1A,LD,18,Upper,False
Gaya,1A,PH,19,Lower,True
Gaya,1A,YU,20,Upper,True
Gaya,1A,LD,21,Upper,True
Gaya,1A,HP,22,Lower,False
Gaya,1A,GN,23,Side,False
Gaya,1A,DF,24,Side,False
Gaya,2A,TQ,1,Lower,True
Gaya,2A,LD,2,Upper,True
Gaya,2A,HP,3,Upper,True
Gaya,2A,DF,4,Lower,False
Gaya,2A,TQ,5,Side,True
Gaya,2A,LD,6,Side,False
Gaya,2A,LD,7,Upper,True
Gaya,2A,DF,8,Lower,False
Gaya,2A,HP,9,Side,True
Gaya,2A,TQ,10,Lower,True
Gaya,2A,HP,11,Lower,True
Gaya,2A,DF,12,Side,True
Gaya,2A,DF,13,Lower,True
Gaya,2A,TQ,14,Upper,False
Gaya,2A,PH,15,Lower,False
Gaya,2A,PH,16,Side,True
Gaya,2A,GN,17,Side,False
Gaya,2A,LD,18,Upper,True
Gaya,2A,DF,19,Side,False
Gaya,2A,PH,20,Lower,True
Gaya,2A,HP,21,Side,True
Gaya,2A,DF,22,Upper,True
Gaya,2A,DF,23,Side,True
Gaya,2A,HP,24,Side,False
Gaya,3A,TQ,1,Upper,True
Gaya,3A,LD,2,Side,False
Gaya,3A,DF,3,Upper,False
Gaya,3A,YU,4,Side,False
Gaya,3A,YU,5,Lower,True
Gaya,3A,LD,6,Lower,True
Gaya,3A,LD,7,Upper,False
Gaya,3A,GN,8,Upper,False
Gaya,3A,HP,9,Upper,False
Gaya,3A,LD,10,Side,False
Gaya,3A,PH,11,Upper,False
Gaya,3A,PH,12,Upper,False
Gaya,3A,HP,13,Side,True
Gaya,3A,GN,14,Lower,False
Gaya,3A,YU,15,Lower,False
Gaya,3A,LD,16,Lower,True
Gaya,3A,TQ,17,Lower,False
Gaya,3A,GN,18,Side,False
Gaya,3A,HP,19,Lower,True
Gaya,3A,DF,20,Side,False
Gaya,3A,GN,21,Side,False
Gaya,3A,HP,22,Side,True
Gaya,3A,DF,23,Lower,False
Gaya,3A,TQ,24,Upper,True
Gaya,SL,LD,1,Lower,True
Gaya,SL,LD,2,Side,True
Gaya,SL,HP,3,Upper,True
Gaya,SL,TQ,4,Lower,True
Gaya,SL,PH,5,Upper,False
Gaya,SL,GN,6,Upper,True
Gaya,SL,LD,7,Lower,False
Gaya,SL,PH,8,Lower,True
Gaya,SL,PH,9,Side,True
Gaya,SL,HP,10,Upper,False
Gaya,SL,TQ,11,Lower,True
Gaya,SL,LD,12,Lower,True
Gaya,SL,DF,13,Lower,True
Gaya,SL,PH,14,Upper,True
Gaya,SL,GN,15,Upper,True
Gaya,SL,PH,16,Lower,False
Gaya,SL,PH,17,Side,True
Gaya,SL,TQ,18,Lower,False
Gaya,SL,HP,19,Side,False
Gaya,SL,DF,20,Lower,True
Gaya,SL,GN,21,Side,True
Gaya,SL,TQ,22,Upper,False
Gaya,SL,HP,23,Side,False
Gaya,SL,HP,24,Upper,False
Ranchi,1A,HP,1,Upper,False
Ranchi,1A,GN,2,Upper,True
Ranchi,1A,DF,3,Upper,False
Ranchi,1A,LD,4,Lower,False
Ranchi,1A,YU,5,Upper,True
Ranchi,1A,DF,6,Side,True
Ranchi,1A,DF,7,Side,True
Ranchi,1A,LD,8,Lower,True
Ranchi,1A,DF,9,Upper,True
Ranchi,1A,HP,10,Upper,False
Ranchi,1A,TQ,11,Lower,True
Ranchi,1A,LD,12,Upper,True
Ranchi,1A,TQ,13,Lower,True
Ranchi,1A,GN,14,Upper,True
Ranchi,1A,LD,15,Side,True
Ranchi,1A,LD,16,Lower,False
Ranchi,1A,GN,17,Lower,True
Ranchi,1A,LD,18,Upper,False
Ranchi,1A,PH,19,Lower,True
Ranchi,1A,YU,20,Upper,True
Ranchi,1A,LD,21,Upper,True
Ranchi,1A,HP,22,Lower,False
Ranchi,1A,GN,23,Side,False
Ranchi,1A,DF,24,Side,False
Ranchi,2A,TQ,1,Lower,True
Ranchi,2A,LD,2,Upper,True
Ranchi,2A,HP,3,Upper,True
Ranchi,2A,DF,4,Lower,False
Ranchi,2A,TQ,5,Side,True
Ranchi,2A,LD,6,Side,False
Ranchi,2A,LD,7,Upper,True
Ranchi,2A,DF,8,Lower,False
Ranchi,2A,HP,9,Side,True
Ranchi,2A,TQ,10,Lower,True
Ranchi,2A,HP,11,Lower,True
Ranchi,2A,DF,12,Side,True
Ranchi,2A,DF,13,Lower,True
Ranchi,2A,TQ,14,Upper,False
Ranchi,2A,PH,15,Lower,False
Ranchi,2A,PH,16,Side,True
Ranchi,2A,GN,17,Side,False
Ranchi,2A,LD,18,Upper,True
Ranchi,2A,DF,19,Side,False
Ranchi,2A,PH,20,Lower,True
Ranchi,2A,HP,21,Side,True
Ranchi,2A,DF,22,Upper,True
Ranchi,2A,DF,23,Side,True
Ranchi,2A,HP,24,Side,False
Ranchi,3A,TQ,1,Upper,True
Ranchi,3A,LD,2,Side,False
Ranchi,3A,DF,3,Upper,False
Ranchi,3A,YU,4,Side,False
Ranchi,3A,YU,5,Lower,True
Ranchi,3A,LD,6,Lower,True
Ranchi,3A,LD,7,Upper,False
Ranchi,3A,GN,8,Upper,False
Ranchi,3A,HP,9,Upper,False
Ranchi,3A,LD,10,Side,False
Ranchi,3A,PH,11,Upper,False
Ranchi,3A,PH,12,Upper,False
Ranchi,3A,HP,13,Side,True
Ranchi,3A,GN,14,Lower,False
Ranchi,3A,YU,15,Lower,False
Ranchi,3A,LD,16,Lower,True
Ranchi,3A,TQ,17,Lower,False
Ranchi,3A,GN,18,Side,False
Ranchi,3A,HP,19,Lower,True
Ranchi,3A,DF,20,Side,False
Ranchi,3A,GN,21,Side,False
Ranchi,3A,HP,22,Side,True
Ranchi,3A,DF,23,Lower,False
Ranchi,3A,TQ,24,Upper,True
Ranchi,SL,LD,1,Lower,True
Ranchi,SL,LD,2,Side,True
Ranchi,SL,HP,3,Upper,True
Ranchi,SL,TQ,4,Lower,True
Ranchi,SL,PH,5,Upper,False
Ranchi,SL,GN,6,Upper,True
Ranchi,SL,LD,7,Lower,False
Ranchi,SL,PH,8,Lower,True
Ranchi,SL,PH,9,Side,True
Ranchi,SL,HP,10,Upper,False
Ranchi,SL,TQ,11,Lower,True
Ranchi,SL,LD,12,Lower,True
Ranchi,SL,DF,13,Lower,True
Ranchi,SL,PH,14,Upper,True
Ranchi,SL,GN,15,Upper,True
Ranchi,SL,PH,16,Lower,False
Ranchi,SL,PH,17,Side,True
Ranchi,SL,TQ,18,Lower,False
Ranchi,SL,HP,19,Side,False
Ranchi,SL,DF,20,Lower,True
Ranchi,SL,GN,21,Side,True
Ranchi,SL,TQ,22,Upper,False
Ranchi,SL,HP,23,Side,False
Ranchi,SL,HP,24,Upper,False
